Waterway_code,Waterway_Name
2773,"BRETON SD VIA BAYOU LALOUTRE, ETC."
2774,LAKE BORGNE VIA BAYOU ST. MALO
2775,LAKE BORGNE VIA DUPRE
2776,GULF VIA BAYOU BARATARIA
2777,MISSISSIPPI VALLEY GULF COAST AREA - COMPOSITE
2778,GULF VIA BAYOU TERREBONNE
2779,"GULF VIA HOUMA NAVIGATION CANAL, LA"
2780,GULF VIA BAYOU LITTLE CAILLOU
2781,GULF VIA GRAND CAILLOU AND HOUMA CANAL
2782,GULF VIA ATCHAFALAYA RIVER
2783,VERMILION BAY VIA BAYOU PETIT ANSE
2784,GULF VIA THE JAWS
2785,VERMILION BAY VIA VERMILION BAYOU
2786,"GULF VIA MERMENTAU RIVER, LA"
2787,GULF VIA FRESHWATER BAYOU
2788,GULF VIA CALCASIEU RIVER
2789,"GULF VIA PERDIDO PASS CHANNEL, AL"
2790,UNCODED WATERS - RIGOLETS
2800,GULF VIA SABINE PASS
2801,SABINE LAKE LOWER AREA
2802,SABINE UP AREA STEVENS & BURTON
2803,TRINITY BAY OFF DOUBLE BAYOU
2804,GALVESTON BAY OFF ANAHUAC CHANNEL
2805,"GULF AT HOUSTON, TEXAS CITY, GALVESTON"
2806,GALVESTON BAY VIA CLEAR CREEK
2807,GALVESTON BAY VIA DICKINSON BAYOU
2808,GULF AT FREEPORT HBR.
2809,"OPEN WATER VIA CHANNEL TO PALACIOS, TX"
2810,"OPEN WATER VIA PORT LAVACA CHANNEL, TX"
2811,"OPEN WATER VIA GUADALUPE RIVER, TX"
2812,"OPEN WATER VIA ROCKPORT CHANNEL, TX"
2813,"GULF AT PORT ARANSAS, TX"
2814,"OPEN WATER VIA ARROYO COLORADO, TX"
2815,"GULF AT PORT ISABEL AND BROWNSVILLE, TX"
2816,"OPEN WATER AT PORT MANSFIELD, TX"
2820,OPEN WATER VIA BAYOU LECARPE
2855,GULF VIA BAYOU LAFOURCHE
2860,"UNCODED WATERS VIA DICKINSON BAYOU, TX"
2861,"UNCODED WATERS VIA CLEAR CREEK, TX"
2862,"UNCODED WATERS VIA ANAHUAC CHANNEL, TX"
2863,"UNCODED WATERS VIA DOUBLE BAYOU, TX"
2864,"UNCODED WATERS VIA SABINE PASS HARBOR, TX"
2866,"WEST PASCAGOULA RIVER, MS"
2890,LAKE ERIE SPINE AMERICAN ACESS
2990,LA OFFSHORE OIL PORT(LOOP) GULF OF MEXICO
2999,TRANS-SHPMT POINT-GULF OF MEXICO
3001,"ST. LAWRENCE RIVER, BETWEEN INTERNATIONAL BOUNDARY LINE AND LAKE ONTARIO"
3002,"CLAYTON, NY"
3004,"ALEXANDRIA BAY, NY"
3006,"MORRISTOWN HARBOR, NY"
3008,"OGDENSBURG HARBOR, NY"
3010,"WADDINGTON HARBOR, NY"
3012,"MASSENA, NY"
3020,BUFFALO DISTRICT SMALL PORTS:  ST. LAWRENCE RIVER
3051,ST. LAWRENCE RIVER CANADIAN PORTS
3060,GULF OF ST LAWRENCE  CANADA
3061,LAKE ONTARIO SPINE
3062,LAKE ONTARIO SPINE AMERICAN ACESS
3063,LAKE ONTARIO SPINE CANADIAN ACESS
3064,"ADOLPHUS REACH - BIG BAY - BAY OF QUINTE, ONTARIO, CANADA"
3065,"HAY BAY, ONTARIO, CANADA"
3066,"LOWER NIAGARA RIVER, NY"
3067,"LAKE ONTARIO WESTERN SPINE, CANADA"
3070,ST. LAWRENCE RIVER IN CANADA (ABOVE MILE 112)
3099,ST. LAWRENCE RIVER (CANADIAN SIDE-BELOW MILE 112)
3101,"LAKE ONTARIO, INCLUDING LOWER NIAGARA RIVER"
3102,"LEWISTON, NY"
3104,"OLCOTT HARBOR, NY"
3106,"ROCHESTER (CHARLOTTE) HARBOR, NY"
3108,"GREAT SODUS BAY HARBOR, NY"
3110,"LITTLE SODUS BAY HARBOR, NY"
3112,"OSWEGO HARBOR, NY"
3114,"SACKETS HARBOR, NY"
3116,"CAPE VINCENT, NY"
3117,"IRONDEQUOIT BAY HARBOR, NEW YORK"
3118,BUFFALO DISTRICT SMALL PORTS:  LAKE ONTARIO
3119,"WILSON HARBOR, NY"
3151,"QUEENSTON, ONTARIO"
3152,NIAGARA ON THE LAKE ONTARIO
3153,"PORT WELLER, ONTARIO"
3154,"PORT DALHOUSIE, ONTARIO"
3155,"ST. CATHARINES, ONTARIO"
3156,"HAMILTON, ONTARIO"
3157,"OAKVILLE, ONTARIO"
3158,"CLARKSON, ONTARIO"
3159,"PORT CREDIT, ONTARIO"
3160,"LAKEVIEW, ONTARIO"
3161,"TORONTO, ONTARIO"
3162,"BROCKTON, ONTARIO"
3163,"PORT WHITBY, ONTARIO"
3164,"OSHAWA, ONTARIO"
3165,"PORT HOPE, ONTARIO"
3166,"COBOURG, ONTARIO"
3167,"PRESQUILE BAY, ONTARIO"
3168,"BRIGHTON, ONTARIO"
3169,"TRENTON, ONTARIO"
3170,"REDNERSVILLE, ONTARIO"
3171,"BELLEVILLE, ONTARIO"
3172,"POINT ANNE, ONTARIO"
3173,"DESERONTO, ONTARIO"
3174,"NAPANEE, ONTARIO"
3175,"MAIN DUCK ISLAND, ONTARIO"
3176,"PICTON, ONTARIO"
3177,"BATH, ONTARIO"
3178,"COLLINS BAY, ONTARIO"
3179,"PORTSMOUTH, ONTARIO"
3180,"STELLA, ONTARIO"
3181,"PIGEON ISLAND, ONTARIO"
3182,"PORT ALEXANDRIA, ONTARIO"
3191,"WELLAND CANAL, CANADA"
3199,LAKE ONTARIO (CANADIAN SIDE)
3201,"LAKE ERIE, INCLUDING UPPER NIAGARA RIVER"
3202,"MONROE HARBOR, MI"
3203,DETROIT DISTRICT FISH PORTS:  LAKE ERIE
3204,"TOLEDO HARBOR, OH"
3205,"PORT CLINTON HARBOR, OH"
3206,"CATAWBA ISLAND, OH"
3207,"PUT-IN-BAY HARBOR, OH"
3208,"NORTH BASS ISLAND, OH"
3209,"MIDDLE BASS ISLAND, OH"
3210,"KELLEYS ISLAND, OH"
3211,"LAKESIDE, OH"
3212,"MARBLEHEAD, OH"
3213,"SANDUSKY HARBOR, OH"
3214,"HURON HARBOR, OH"
3215,"VERMILION HARBOR, OH"
3216,"LORAIN HARBOR, OH"
3217,"CLEVELAND HARBOR, OH"
3218,"FAIRPORT HARBOR, OH"
3219,"ASHTABULA HARBOR, OH"
3220,"CONNEAUT HARBOR, OH"
3221,"ERIE HARBOR, PA"
3222,"DUNKIRK HARBOR, NY"
3223,"TONAWANDA HARBOR, NY (INCLUDED IN PORT OF BUFFALO)"
3224,"NIAGARA RIVER, NY (INCLUDED IN PORT OF BUFFALO)"
3225,"BLACK ROCK LOCK, NY (INCLUDED IN PORT OF BUFFALO)"
3226,"BUFFALO HARBOR, NY (INCLUDED IN PORT OF BUFFALO)"
3230,"PORT OF BUFFALO, NY"
3231,"NIAGARA FALLS, NY"
3232,"NORTH PERRY, OH"
3233,BUFFALO DISTRICT SMALL PORTS - LAKE ERIE
3234,"BARCELONA HARBOR, NY"
3250,"TONAWANDA HARBOR, NY (INCLUDED IN PORT OF BUFFALO)"
3251,"COLCHEATER, ONTARIO"
3253,"KINGSVILLE, ONTARIO"
3255,"LEAMINGTON, ONTARIO"
3257,"OLD HEN ISLAND, ONTARIO"
3259,"WHEATLEY, ONTARIO"
3261,"RONDEAU HARBOR, ONTARIO"
3263,"PORT STANLEY, ONTARIO"
3265,"PORT BURWELL, ONTARIO"
3267,"PORT DOVER, ONTARIO"
3268,"NANTICOKE, ONTARIO"
3269,"PORT MAITLAND, ONTARIO"
3271,"CAYUGA, ONTARIO"
3273,"PORT COLBORNE, ONTARIO"
3275,"HUMBERSTONE, ONTARIO"
3277,"WELLAND, ONTARIO"
3279,"DUNNVILLE, ONTARIO"
3281,"THOROLD, ONTARIO"
3283,"MERRITTON, ONTARIO"
3285,"CRYSTAL BEACH, ONTARIO"
3287,"PORT ERIE, ONTARIO"
3288,LAKE ERIE SPINE
3291,LAKE ERIE SPINE AMERICAN ACCESS
3292,LAKE ERIE SPINE CANADIAN SPINE ACCESS
3299,LAKE ERIE (CANADIAN SIDE)
3301,"DETROIT RIVER, MI"
3303,"TRENTON, MI (INCLUDED IN PORT OF DETROIT)"
3306,"RIVERVIEW, MI (INCLUDED IN PORT OF DETROIT)"
3309,"WYANDOTTE, MI (INCLUDED IN PORT OF DETROIT)"
3312,"ECORSE, MI (INCLUDED IN PORT OF DETROIT)"
3315,"ROUGE RIVER, MI (INCLUDED IN PORT OF DETROIT)"
3318,"DETROIT HARBOR, MI (INCLUDED IN PORT OF DETROIT)"
3321,"PORT OF DETROIT, MI"
3333,SPECIAL USE CODE - GREAT LAKES
3351,"AMHERSTBURG, ONTARIO"
3354,"BOIS BLANC IS., ONTARIO"
3357,"LA SALLE, ONTARIO"
3360,"OJIBWAY, ONTARIO"
3363,"SANDWICH, ONTARIO"
3366,"WINDSOR, ONTARIO"
3369,"WAKERVILLE, ONTARIO"
3372,"RIVERSIDE, ONTARIO"
3399,CANADIAN SIDE OF DETROIT RIVER
3401,CHANNELS IN LAKE ST. CLAIR
3498,"CLINTON RIVER, MICHIGAN"
3499,CANADIAN SIDE OF DETROIT RIVER
3501,"ST. CLAIR RIVER, MI"
3503,"ALGONAC, MI (INCLUDED IN ST. CLAIR RIVER)"
3506,"MARINE CITY, MI (INCLUDED IN ST. CLAIR RIVER)"
3509,"ST. CLAIR, MI (INCLUDED IN ST. CLAIR RIVER)"
3512,"MARYSVILLE, MI (INCLUDED IN ST. CLAIR RIVER)"
3515,"PORT HURON, MI (INCLUDED IN ST. CLAIR RIVER)"
3518,"WALPOLE ISLAND, ONTARIO"
3519,"WALLACEBURG, ONTARIO"
3520,"PORT LAMBTON, ONTARIO"
3521,"SOMBRA, ONTARIO"
3522,"COURTRIGHT, ONTARIO"
3523,"MOORETOWN, ONTARIO"
3524,"CORUNNA, ONTARIO"
3525,"STAG ISLAND, ONTARIO"
3526,"FROMFIELD, ONTARIO"
3527,"SARNIA, ONTARIO"
3528,"POINT EDWARD, ONTARIO"
3599,CANADIAN SIDE OF ST. CLAIR RIVER
3601,LAKE HURON
3602,"HARBOR BEACH, MI (HARBOR OF REFUGE, LAKE HURON)"
3603,"SAGINAW RIVER, MI"
3605,"ESSEXVILLE, MI"
3606,"BANGOR TOWNSHIP, MI"
3607,"BAY CITY, MI"
3608,"ZILWAUKEE, MI"
3609,"CARROLLTON, MI"
3610,"SAGINAW, MI"
3612,"ALABASTER, MI"
3613,"PORT GYPSUM, MI"
3614,"HARRISVILLE HARBOR, MI (HARBOR OF REFUGE, LAKE HURON)"
3615,"ALPENA, MI"
3616,"BAY SHORE, MI"
3617,"ALPENA HARBOR, MI"
3618,"ROCKPORT, MI"
3619,"STONEPORT, MI"
3620,"CALCITE, MI"
3621,"CHEBOYGAN HARBOR, MI"
3622,"MACKINAW CITY HARBOR, MI"
3623,"ST. IGNACE, MI"
3624,"MACKINAC HARBOR, MI"
3625,"HESSEL, MI"
3626,"CEDARVILLE, MI"
3627,"PORT DOLOMITE, MI"
3628,LAKE WINNEBAGO SPINE
3630,DETROIT DISTRICT FISH PORTS:  LAKE HURON
3631,"AU SABLE HARBOR AND RIVER (OSCODA), MI"
3632,"CASEVILLE, MI"
3633,"PINE RIVER, MI"
3634,"PORT SANILAC HARBOR, MI"
3635,"ROGERS CITY, MI"
3636,"SEBEWAING, MI"
3640,LAKE HURON SPINE AMERICAN ACCESS
3641,LAKE HURON SPINE CANADIAN ACCESS
3642,"GEORGIAN BAY, CANADA SPINE"
3643,"GEORGIAN BAY, CANADA SPINE ACCESS"
3644,"NORTH CHANNEL SPINE, CN"
3645,"NORTH CHANNEL SPINE, CANADA ACCESS"
3646,"DRUMMOND ISLAND, CANADA ACCESS"
3647,LAKE HURON SPINE
3651,"BAYFIELD, ONTARIO"
3652,"BODERICH, ONTARIO"
3653,"KINCARDINE, ONTARIO"
3654,"SOUTHHAMPTON, ONTARIO"
3655,"TOBERMORY, ONTARIO"
3656,"WIARTON, ONTARIO"
3657,"OWEN SOUND, ONTARIO"
3658,"MEAFORD, ONTARIO"
3659,"THORNBURY, ONTARIO"
3660,"COLLINWOOD, ONTARIO"
3661,"PENETANGUISHENE, ONTARIO"
3662,"MIDLAND, ONTARIO"
3663,"TIFFIN, ONTARIO"
3664,"PORT MC NICOLL, ONTARIO"
3665,"VICTORIA HARBOR, ONTARIO"
3666,"PORT SEVERIN, ONTARIO"
3667,"DEPOT HARBOR, ONTARIO"
3668,"PARRY SOUND, ONTARIO"
3669,"BYNG INLET, ONTARIO"
3670,"BRITT, ONTARIO"
3671,"KEY HARBOR, ONTARIO"
3672,"COLLINS INLET, ONTARIO"
3673,"KILLARNEY, ONTARIO"
3674,"LITTLE CURRENT, ONTARIO"
3675,"MANITOULIN ISLAND, ONTARIO"
3676,"MCTAVISH ISLAND, ONTARIO"
3677,"SPANISH RIVER MILLS, ONTARIO"
3678,"BORE BAY, ONTARIO"
3679,"KAGAWONG, ONTARIO"
3680,"SPRAGGE, ONTARIO"
3681,"CUTLER, ONTARIO"
3682,"BLIND RIVER, ONTARIO"
3683,"COCKBURN ISLAND, ONTARIO"
3684,"THESSALON, ONTARIO"
3685,"BRUCE MINES, ONTARIO"
3686,"LAKE CHARLEVOIX SPINE, MI"
3687,"LAKE CHARLEVOIX SOUTH ARM SPINE, MI"
3688,"GRAND TRAVERSE BAY EAST ARM SPINE, MI"
3689,"GRAND TRAVERSE BAY WEST ARM SPINE, MI"
3690,"GRAND TRAVERSE BAY WEST ARM SPINE ACCESS, MI"
3691,LAKE MICHIGAN SPINE
3692,LAKE MICHIGAN SPINE EASTERN ACCESS
3693,LAKE MICHIGAN SPINE WESTERN ACCESS
3694,LAKE MICHIGAN NORTHERN SPINE
3695,LAKE MICHIGAN NORTHERN SPINE ACCESS
3696,"GREEN BAY SPINE, MI"
3697,GREEN BAY SPINE EASTERN ACCESS
3698,GREEN BAY SPINE NORTH AND WESTERN ACCESS
3699,LAKE HURON (CANADIAN SIDE)
3701,LAKE MICHIGAN
3702,"ST. JAMES (BEAVER ISLAND), MI"
3703,"HARBOR SPRINGS, MI"
3704,"PETOSKEY HARBOR, MI"
3705,"PETOSKEY PENN DIXIE HARBOR, MI"
3706,"CHARLEVOIX HARBOR, MI"
3707,"VICINITY ABOVE CHARLEVOIX, MI"
3708,"SOUTH MANITOU ISLAND TO LELAND, MI ACCESS"
3709,"SOUTH MANITOU ISLAND TO LELAND, MI ACCESS"
3710,"NORTHPORT HARBOR, MI"
3711,"OLD MISSION, MI"
3712,"ACME HARBOR, MI"
3713,"SUTTON BAY HARBOR, MI"
3714,"TRAVERSE CITY HARBOR, MI"
3715,"NORTH MANITOU ISLAND, MI"
3716,"LELAND HARBOR, MI"
3717,"SOUTH MANITOU ISLAND, MI"
3718,"FRANKFORT HARBOR, MI"
3719,"PORTAGE LAKE, MI HARBOR OF REFUGE"
3720,"MANISTEE HARBOR, MI"
3722,"LUDINGTON HARBOR, MI"
3723,"PENTWATER HARBOR, MI"
3724,"WHITE LAKE HARBOR, MI"
3725,"MUSKEGON HARBOR, MI"
3726,"GRAND HAVEN HARBOR, MI"
3727,"GRAND RIVER, MI"
3728,"GRAND HAVEN HARBOR AND GRAND RIVER, MI"
3729,"OTTAWA BEACH, MI"
3730,"HOLLAND HARBOR, MI"
3731,"SAUGATUCK HARBOR AND KALAMAZOO RIVER, MI"
3732,"SOUTH HAVEN HARBOR, MI"
3733,"ST. JOSEPH HARBOR, MI"
3734,"ST. JOSEPH RIVER, MI"
3735,"MICHIGAN CITY HARBOR, IN"
3736,"GARY HARBOR, IN"
3737,"BUFFINGTON HARBOR, IN"
3738,"INDIANA HARBOR, IN"
3739,"BURNS WATERWAY HARBOR, IN"
3740,"LAKE CALUMET, ILLINOIS AND CALUMET HARBOR AND RIVER, IL AND IN"
3741,"CALUMET HARBOR AND RIVER, IL AND IN (INCLUDED IN PORT OF CHICAGO)"
3742,"LAKE CALUMET, IL (INCLUDED IN PORT OF CHICAGO)"
3744,NEW BUFFALO HARBOR MI
3746,"CHICAGO RIVER (MAIN AND NORTH BRANCH), IL (INCLUDED IN PORT OF CHICAGO)"
3747,"CHICAGO HARBOR, IL (INCLUDED IN PORT OF CHICAGO)"
3748,"ZION, ILLINOIS"
3749,"PORT OF CHICAGO, IL"
3750,"WILMETTE, IL"
3751,"PALISADES PARK, MI"
3752,"WAUKEGAN HARBOR, IL"
3753,"KENOSHA HARBOR, WI"
3754,"RACINE HARBOR, WI"
3755,"OAK CREEK, WI"
3756,"MILWAUKEE HARBOR, WI"
3757,GREEN BAY OPEN WATER
3758,"PORT WASHINGTON HARBOR, WI"
3759,"SHEBOYGAN HARBOR, WI"
3760,"MANITOWOC HARBOR, WI"
3761,"TWO RIVERS HARBOR, WI"
3762,"KEWAUNEE HARBOR, WI"
3763,"ALGOMA HARBOR, WI"
3764,"ROWLEY BAY, WI"
3765,"NORTHPORT, WI"
3766,"JACKSON HARBOR, WI"
3768,"WASHINGTON HARBOR, WI"
3769,"DETROIT HARBOR, WI"
3770,"GILLS ROCK, WI"
3771,"SISTER BAY HARBOR, WI"
3772,ST. PAUL DIST LAKE SUPERIOR AREA MICHIGAN FISH PORTS
3773,ST. PAUL DIST LAKE SUPERIOR AREA WISCONSIN FISH PORTS
3774,"CITY OF STURGEON BAY (INCLUDED IN STURGEON BAY AND LAKE MICHIGAN SHIP CANAL, WI)"
3775,"STURGEON BAY AND LAKE MICHIGAN SHIP CANAL, WI"
3776,"CITY OF GREEN BAY, WI (INCLUDED IN GREEN BAY HARBOR, WI)"
3777,"CITY OF DE PERE, WI (INCLUDED IN GREEN BAY HARBOR.WI)"
3778,"GREEN BAY HARBOR, WI"
3779,"FOX RIVER, WI"
3780,DETROIT DISTRICT SMALL PORTS : LAKE MICHIGAN
3781,"CLEVELAND, WI"
3785,"BIG SUAMICO RIVER, WI"
3786,DETROIT DISTRICT SMALL PORTS : LAKE MICHIGAN
3790,"OCONTO HARBOR, WI"
3791,"PENSAUKEE HARBOR, WI"
3793,"MENOMINEE HARBOR AND RIVER, MI AND WI"
3795,"ESCANABA, MI"
3796,"WELLS, MI"
3797,"GLADSTONE HARBOR, MI"
3798,"NAHMA, MI"
3799,"MANISTIQUE HARBOR, MI"
3802,"GRAYS REEF PASSAGE, MI"
3803,"PORT INLAND, MI"
3804,"CEDAR RIVER HARBOR, MI"
3805,CHICAGO DISTRICT SMALL PORTS:  LAKE MICHIGAN
3808,DETROIT DISTRICT SMALL PORTS - LAKE MICHIGAN
3809,ST MARY'S RIVER-DRUMMOND ISLAND ACCESS
3810,"ST. MARYS RIVER, MI"
3811,"ST. MARYS FALLS CANAL, MI AND SAULT STE. MARIE, ONTARIO SHIP CANAL, CN (INCLUDED IN ST. MARYS RIVER)"
3812,"DETOUR, MI AND VICINITY (INCLUDED IN ST. MARYS RIVER)"
3813,"DRUMMOND ISLAND, MI (INCLUDED IN ST. MARYS RIVER)"
3814,BARBEAU MICHIGAN
3815,"LIME ISLAND, MI (INCLUDED IN ST. MARYS RIVER)"
3816,"SUGAR ISLAND, MI"
3817,"SAULT STE. MARIE, MI (INCLUDED IN ST. MARYS RIVER)"
3818,"DETROIT DISTRICT SMALL PORTS :  ST. MARYS RIVER, ONTARIO, CN"
3819,"NEEBISH ISLAND, MI"
3820,"ST. MARYS RIVER, ONTARIO, CN"
3824,"SAULT STE. MARIE, ONTARIO, CN"
3832,DETROIT DISTRICT FISH PORTS : LAKE SUPERIOR
3840,"WHITEFISH POINT HARBOR, MI"
3842,"GRAND MARAIS HARBOR (HARBOR OF REFUGE), MI"
3843,"MUNISING HARBOR, MI"
3844,"MARQUETTE HARBOR, MI"
3845,"PRESQUE ISLE HARBOR, MI"
3846,"BIG BAY HARBOR, MI"
3847,"L ANSE HARBOR, MI"
3848,"BARAGA HARBOR, MI"
3850,"KEWEENAW WATERWAY, MI"
3851,"CHASSELL, MI"
3852,"HOUGHTON, MI"
3853,"HANCOCK, MI"
3854,"SHORELINE ALONG KEWEENAW WATERWAY, MI"
3855,"DOLLAR BAY, MI"
3856,"TORCH LAKE, MI"
3857,"GRAND TRAVERSE BAY HARBOR, MI"
3858,"LAC LA BELLE HARBOR, MI"
3859,"EAGLE HARBOR, MI"
3860,"ONTONAGON HARBOR, MI"
3861,"BLACK RIVER HARBOR, MI"
3862,"WASHBURN HARBOR, WI"
3863,"ASHLAND HARBOR, WI"
3864,"LA POINTE HARBOR, WI"
3865,"BAYFIELD HARBOR, WI"
3866,"SAXON HARBOR, WI"
3870,DULUTH DISTRICT FISH PORTS : LAKE SUPERIOR
3899,ST. MARYS RIVER (CANADIAN SIDE)
3901,LAKE SUPERIOR
3902,SUPERIOR WISCONSIN
3903,DULUTH MN
3920,"CORNUCOPIA HARBOR, WI"
3921,"PORT WING HARBOR, WI"
3924,"DULUTH-SUPERIOR HARBOR, MN AND WI"
3925,"KNIFE RIVER HARBOR, MN"
3926,"TWO HARBORS (AGATE BAY), MN"
3927,"BEAVER BAY HARBOR, MN"
3928,"SILVER BAY, MN"
3929,"TACONITE HARBOR, MN"
3930,"LUTSEN HARBOR, MN"
3931,"GRAND MARAIS HARBOR, MN"
3932,"GRAND PORTAGE HARBOR, MN"
3933,"WASHINGTON HARBOR (ISLE ROYALE), MI"
3934,"SISKIWIT BAY HARBOR (ISLE ROYALE), MI"
3935,"CHIPPEWA HARBOR (ISLE ROYALE), MI"
3936,"ROCK HARBOR (ISLE ROYALE), MI"
3937,"TOBINS HARBOR (ISLE ROYALE), MI"
3938,"BELLE ISLE HARBOR (ISLE ROYALE), MI"
3939,"MC CARGOE COVE (ISLE ROYALE), MI"
3940,LAKE OF THE WOODS MN LAKE ONLY
3941,"INTERNATIONAL FALLS, MN"
3943,"ZIPPEL BAY HARBOR, MN"
3944,"WARROAD HARBOR, MN"
3945,"RANIER, MN"
3946,"RAINY LAKE, MN"
3947,"OAK ISLAND, MN"
3948,"WASHBURN ACCESS, WI"
3949,"LAKE OF THE WOODS, MN-LAKE SUPERIOR WATERWAY"
3950,"LAKE OF THE WOODS, MN ACCESS"
3951,"LAKE SUPERIOR, ONTARIO CN"
3952,"GROS CAP, ONTARIO CN"
3953,"PARISIENNE ISLAND, ONTARIO CN"
3954,"GOULAIS BAY, ONTARIO CN"
3955,"KENORA, ONTARIO CENTER ISLAND CN"
3956,"MAPLE ISLAND, ONTARIO CN"
3957,"BATCHAWANA BAY, ONTARIO CN"
3958,"COPPER MINE POINT, ONTARIO CN"
3959,"LAKE HEAD, ONTARIO CN"
3960,"FORT FRANCES, ONTARIO CN"
3961,"RAINY LAKE, ONTARIO CN"
3962,"HIBBARD BAY, ONTARIO CN"
3963,"CAPE GARGANTUA HARBOR, ONTARIO CN"
3964,"RAINY RIVER, ONTARIO CN"
3965,"MICHIPICOTEN HARBOR, ONTARIO CN"
3966,"CEDAR BAY, ONTARIO CN"
3967,"MARATHON, ONTARIO CN"
3968,"PORT COLDWELL, ONTARIO CN"
3969,"KAMA, ONTARIO CN"
3970,"MCKELLAR HARBOR, ONTARIO CN"
3971,"JACKFISH, ONTARIO CN"
3972,"SLATE ISLAND, ONTARIO CN"
3973,"RED ROCK BAY, ONTARIO CN"
3974,"ST. IGNACE ISLAND, ONTARIO CN"
3975,"EDWARD ISLAND, ONTARIO CN"
3976,"LITTLE TROUT BAY, ONTARIO CN"
3977,"CLOUD BAY, ONTARIO CN"
3978,"PORT ARTHUR, ONTARIO CN"
3979,"THUNDER BAY, ONTARIO CN"
3980,"FORT WILLIAM, ONTARIO CN"
3981,"THOMPSON ISLAND, ONTARIO CN"
3982,"JARVIS BAY, ONTARIO CN"
3983,PIGEON BAY & RIV ONT CN
3984,LAKE SUPERIOR SPINE
3985,LAKE SUPERIOR SPINE NORTHERN U. S. ACCESS
3986,LAKE SUPERIOR SPINE SOUTHERN U. S. ACCESS
3987,LAKE SUPERIOR SPINE CANADIAN ACCESS
3988,LAKE SUPERIOR BORDER WATERWAY
3989,LAKE SUPERIOR BORDER WATERWAY U. S. ACCESS
3990,LAKE SUPERIOR WATERWAY CANADIAN ACCESS
3991,"KEWEENAW WATERWAY TO WASHINGTON HBR., ISLE ROYALE, MI"
3992,"LAC LA BELLE ACCESS, MI"
3993,"GRAND TRAVERSE BAY ACCESS, MI"
3994,"KEWEENAW WATERWAY ACCESS, MI"
3995,"LA POINTE ACCESS, WI"
3996,"BAYFIELD ACCESS, WI"
3997,"GREAT LAKES--CUSTOMS FOREIGN-(CHICAG0, IL)"
3998,LAKE SUPERIOR (CANADIAN SIDE)
3999,"TABLE 3-NET SUMMARY OF FOREIGN AND DOMESTIC FREIGHT CARRIED ON THE GREAT LAKES, BY TYPE OF TRAFFIC AND COMMODITY"
4100,"SAN DIEGO HARBOR, CA"
4101,LOS ANGELES-LONG BEACH CA CHANNEL
4103,PACIFIC OCEAN-OFF LOS ANGELES DIST COAST
4110,"LONG BEACH HARBOR, CA"
4120,"LOS ANGELES HARBOR, CA"
4122,"RICHMOND OUTER HBR CHANNEL, CA"
4130,"MISSION BAY, CA"
4132,"NEWPORT BAY HARBOR, CA"
4134,"REDONDO BEACH, CA"
4136,"SANTA BARBARA HARBOR, CA"
4138,"MORRO BAY HARBOR, CA"
4140,"ENCINA, CA"
4142,"CATALINA ISLAND PORTS, CA"
4143,"OFFSHORE HUNTINGTON BEACH, CA"
4144,"HUNTINGTON BEACH, CA"
4146,"EL SEGUNDO, CA"
4148,"SANTA MONICA, CA"
4149,"MARINA DEL REY HARBOR, CA"
4150,"PORT HUENEME, CA"
4152,"VENTURA HARBOR, CA"
4154,"CARPINTERIA, CA"
4156,"ELLWOOD, CA"
4158,"CAPITAN, CA"
4160,"GAVIOTA, CA"
4162,"SAN LUIS OBISPO, CA"
4164,"ESTERO BAY, CA"
4198,"OCEANSIDE HARBOR, CA"
4199,"OTHER PORTS L. A. DISTRICT, CA"
4200,"SUISUN BAY CHANNEL, CA"
4210,"SUISUN CHANNEL, CA"
4240,"SACRAMENTO, CA (INCLUDED IN SACRAMENTO RIVER, CA)"
4260,"SAN JOAQUIN RIVER, CA (INCLUDING COMMERCE OF PORT OF STOCKTON, CA)"
4270,"STOCKTON, CA (INCLUDED IN SAN JOAQUIN RIVER, CA)"
4290,"LAKE TAHOE, CA AND NV"
4299,HONDO TRANS-SHIPMENT - PACIFIC OCEAN 99
4300,"OLD RIVER, CA"
4301,"BAY TON-MILES, SAN FRANCISCO, CA"
4305,"MOKELUMNE RIVER, CA"
4310,"MIDDLE RIVER, CA"
4315,"FEATHER RIVER, CA"
4320,"SAN FRANCISCO BAY ENTRANCE, CA"
4321,PACIFIC OCEAN-OFF SAN FRANCISCO DIST COAST
4325,"MONTEREY HARBOR, CA"
4330,"MOSS LANDING HARBOR, CA"
4335,"SAN FRANCISCO HARBOR, CA"
4340,"REDWOOD CITY HARBOR, CA"
4345,"OAKLAND HARBOR, CA"
4346,"BERKELEY, CA"
4350,"RICHMOND HARBOR, CA"
4355,"SAN PABLO BAY AND MARE ISLAND STRAIT, CA"
4358,"SONOMA CREEK, CA"
4359,"MARE ISLAND STRAIT, CA"
4360,"CARQUINEZ STRAIT, CA"
4365,"NAPA RIVER, CA"
4370,"PETALUMA RIVER, CA"
4375,"HUMBOLDT HARBOR AND BAY, CA"
4380,"CRESCENT CITY HARBOR, CA"
4381,"LOWER SAN FRANCISCO BAY, CA"
4385,"SAN LEANDRO MARINA, CA"
4386,"PILLAR POINT HARBOR, CA"
4387,"NEWARK SLOUGH, CA"
4388,"COYOTE HILL SLOUGH, CA"
4389,"OTHER SAN FRANCISCO BAY AREA PORTS, CA (NET)"
4390,"SAN RAFAEL CREEK, CA"
4391,"KLAMATH RIVER, CA"
