Entity_Name,Port_of_Loading,Port_of_Discharge,HS2,HS4,Total_Tons,Shipment_Count,Goods_Keywords,Confidence_Score
Emirates Aluminium (EGA),"Abu Zabi, United Arab Emirates","Port of Vancouver USA, Vancouver, Washington",76.0,7601.0,72524.08,103,"PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A LLOY 65047 (EQUIVALENT TO AA6061) TOTAL NO OF BUNDLES: 15 TOTAL NO OF PIECES: 60 TOTAL NET WEIGHT: 34. 108 MT TOTAL GROSS WEIGHT: 34. 262 MT DELIVERY NO: 80579118 ITEM NO: 000010 SO: 80173 SHIPMENT NUMBER: 176699 PRIMARY ALUMINIUM FOUNDRY A356. 2SR STRONTIUM MODIFIED IN EGA ALLOY 44545. CUSTOMISED ALLOY FOR PRIME WHEEL. STANDARD INGOT 20 KG PRIMARY ALUMINIUM FOUNDRY ALLOY A356. 2SR STRO NTIUM MODIFIED IN EGA ALLOY 44545. CUSTOMISED ALLOY FOR PRIME WHEEL. T - INGOT 927 KG TOTAL NO OF BUNDLES: 4, 132 TOTAL NO OF PIECES: 30, 136 TOTAL NET WEIGHT: 3, 372. 015 MT TOTAL GROSS WEIGHT: 3, 372. 015 MT DELIVERY NO: 80579176 - 80579206, 80579225 - 80579227, 80579234 - 80579235 ITEM NO: 10 - 370 SO: 80687 SHIPMENT NUMBER: 176709 PRIMARY ALUMINIUM FOUNDRY A356. 2SR STRONTIUM MODIFIED IN EGA ALLOY 44545. CUSTOMISED ALLOY FOR PRIME WHEEL. STANDARD INGOT 20 KG PRIMARY ALUMINIUM FOUNDRY ALLOY A356. 2SR STRO NTIUM MODIFIED IN EGA ALLOY 44545. CUSTOMISED ALLOY FOR PRIME WHEEL. T - INGOT 927 KG TOTAL NO OF BUNDLES: 2, 363 TOTAL NO OF PIECES: 20, 183 TOTAL NET WEIGHT: 1, 926. 245 MT TOTAL GROSS WEIGHT: 1, 926. 245 MT DELIVERY NO: 8057806 - 80578609, 80579138 - 8 0579154 ITEM NO: 10 - 40, 460 - 620 SO: 80201 SHIPMENT NUMBER: 177476 PRIMARY ALUMINIUM 99. 90% MINIMUM IN EGA CODE 19004 (P0404A) SOW INGOT 680 KG TOTAL NO OF BUNDLES: 1, 424 TOTAL NO OF PIECES: 1, 424 TOTAL NET WEIGHT: 985. 756 MT TOTAL GROSS WEIGHT: 985. 756 MT DELIVERY NO: 80583759 - 80583768 ITEM NO: 10 -100 SO: 80915 SHIPMENT NUMBER: 177822 PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A LLOY 65047 (EQUIVALENT TO AA6063) PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A LLOY 69236 (EQUIVALENT TO SAPA 6061) TOTAL NO OF BUNDLES: 90 TOTAL NO OF PIECES: 450 TOTAL NET WEIGHT: 227. 865 MT TOTAL GROSS WEIGHT: 228. 885 MT DELIVERY NO: 80579387, 80587876 - 80587877 ITEM NO: 30 -50 SO: 80713 SHIPMENT NUMBER: 178240 PRIMARY ALUMINIUM 99. 89% MINIMUM ALUMINIUM IN EGA CODE 18900. SOW INGOT 680 KG TOTAL NO OF BUNDLES: 705 TOTAL NO OF PIECES: 705 TOTAL NET WEIGHT: 492. 397 MT TOTAL GROSS WEIGHT: 492. 397 MT DELIVERY NO: 80585700 - 80585704 ITEM NO: 10 - 50 SO: 81203 SHIPMENT NUMBER: 178713 PRIMARY ALUMINIUM FOUNDRY ALLOY A356. 2SR STRONTIUM MODIFIED IN EGA ALLOY 44545 8, 126 PCS PRIMARY ALUMINIUM FOUNDRY ALLOY A356. 2SR STRONTIUM MODIFIED IN EGA ALLOY 44545 PRIMARY ALUMINIUM FOUNDRY ALLOY A356. 2SR STRONTIUM MODIFIED IN EGA ALLOY 44545 PRIMARY ALUMINIUM 99. 90% MINIMUM ALUMINIUM IN EGA CODE 19004 SOW INGOT 680KG",1030.7
Valero,"Quebec, Que, Canada","Port Of Boston, Boston, Massachusetts",27.0,2710.0,1238133.46,98,"ULSD AND ULSHO 70000 BBLS AND 30000 BBLS ULSD 35000 BBLS RBOB GASOLINE 10007 BBLS ULSD 174764 BBLS 80, 000 BBLS ULSD 40, 000. 00 BBLS ULSD 34, 833. 78 BBLS ULSD 85, 000 BBLS ULSD 40, 000 BBLS ULSD RBOB GASOLINE 10007 BBLS",992.4
Chevron,"Orangestad, Aruba","Corpus Christi, Corpus Christi, Texas",27.0,2709.0,2033406.07,96,"120, 000 BBLS GSV@60F BOSCAN CRUDE OIL API 10. 120, 000 BBLS GSV@60F BOSCAN CRUDE OIL API 10. 100, 000 BBLS GSV@60F BOSCAN CRUDE OIL API 10. 150, 000 BBLS GSV @ 60F BOSCAN CRUDE OIL API. 70, 000 BBLS GSV@60F BOSCAN CRUDE OIL API 10. 7 90, 000 BBLS GSV@60F BOSCAN CRUDE OIL API 10. 6 180, 000 BBLS GSV@60F BOSCAN CRUDE OIL API 10. 150, 000 BBLS GSV @ 60F BOSCAN CRUDE OIL / UN 130, 000 BBLS GSV@60F BOSCAN CRUDE OIL API 10. 180, 000 BBLS GSV@60F BOSCAN CRUDE OIL API 10.",980.3
Valero,"Quebec, Que, Canada","Port of New Haven, New Haven, Connecticut",27.0,2710.0,1774133.16,96,"256, 410. 920 BBLS ULSD 264, 663. 10 BBLS ULSD 198, 530. 88 BBLS ULSD 180, 980. 27 BBLS ULSD 58, 130. 58 BBLS ULSD 264, 663. 10 BBLS ULSD ULSD 123376 BBLS ULSD ULSD 90000 BBLS ULSHO 45000 BBLS",977.7
Chevron,"Orangestad, Aruba","Port Arthur, Texas",27.0,2709.0,3269361.51,94,"225, 822 BBLS GSV@60F BOSCAN CRUDE OIL API 10. 246, 060. 13 BBLS GSV@60F BOSCAN CRUDE OIL IN L 250, 168 BBLS GSV@60F BOSCAN CRUDE OIL API 10. 235, 419 BBLS GSV@60F BOSCAN CRUDE OIL API 10. 248, 585. 660 BBLS GSV @ 60F BOSCAN CRUDE OIL U 163, 665. 750 BBLS GSV@60F BOSCAN CRUDE OIL API 202, 633. 910 BBLS GSV@60F BOSCAN CRUDE OIL API 202, 661. 970 BBLS GSV@60F BOSCAN CRUDE OIL API 190, 209. 050 BBLS GSV @ 60F BOSCAN CRUDE OIL / 163, 665. 750 BBLS GSV@60F BOSCAN CRUDE OIL API",972.7
Chevron,"All Other Bahrain Ports, Bahrain","Houston, Houston, Texas",27.0,2710.0,320303.48,96,GROUP III BASE OIL 4. 3 CST GROUP III BASE OIL 6. 0 CST GROUP III BASE OIL 4. 3 CST BASE OIL 6 0 CST BASE OIL 4 3 CST BASE OIL 6 0 CST BASE OIL 4 3 CST GROUP III BASE OIL 6 0 CST GROUP III BASE OIL 4 3 CST BASE OIL 6. 0 CST IN BULK,963.2
Emirates Aluminium (EGA),"Yokohama, Japan","Port of Long Beach, Long Beach, California",84.0,8462.0,1632.5,96,AMADA HYDRAULIC PRESS BRAKE MODEL HG2204ATC WITH STANDARD ACCESSORIES SER. NO. 22497156 COMMERCIAL INVOICE NO. A22998 DIMENSION CM L W H KGS C NO. 1 2 735 267 357 25 440 C N O. 2 2 596 173 161 1 450 HS CODE 8462. 23 AMADA HYDRAULIC PRESS BRAKE MODEL HG2204ATC WITH STANDARD ACCESSORIES SER. NO. 22497156 COMMERCIAL INVOICE NO. A22998 DIMENSION CM L W H KGS C NO. 1 2 735 267 357 25 440 C N O. 2 2 596 173 161 1 450 HS CODE 8462. 23 AMADA HYDRAULIC PRESS BRAKE MODEL HG2204 WITH STANDARD ACCESSORIES SER. NO. 220477 40 COMMERCIAL INVOICE NO. A22978 DIME NSION CM L W H KGS C NO. 1 1 527 229 344 21 800 AMADA HYDRAULIC PRESS BRAKE MODEL HG1303 WI TH STANDARD ACCESSORIES SER. NO. 13309786 C OMMERCIAL INVOICE NO. A22604 DIMENSION CM L W H KGS C NO. 1 1 405 220 334 12 410 HS COD E 8462. 23 AMADA PUNCH AND LASER COMBINATION MACHINE MO DEL EMLK15AJE WITH STANDARD ACCESSORIES SE R. NO. 73152013 COMMERCIAL INVOICE NO. A22491 DIMENSION CM L W H KGS C NO. 1 9 669 323 293 25 740 C NO. 2 9 254 123 213 910 C NO. 3 9 470 251 199 1 780 C NO. 4 9 386 193 143 1 400 C NO. 5 9 331 124 111 430 C NO. 6 9 238 122 97 450 C NO. 7 9 228 122 70 400 C NO. 8 9 228 122 90 410 C NO. 9 9 147 100 104 190 H S CODE 8462. 42 AMADA PUNCH AND LASER COMBINATION MACHINE MO DEL EMLK15AJE WITH STANDARD ACCESSORIES SE R. NO. 73152013 COMMERCIAL INVOICE NO. A22491 DIMENSION CM L W H KGS C NO. 1 9 669 323 293 25 740 C NO. 2 9 254 123 213 910 C NO. 3 9 470 251 199 1 780 C NO. 4 9 386 193 143 1 400 C NO. 5 9 331 124 111 430 C NO. 6 9 238 122 97 450 C NO. 7 9 228 122 70 400 C NO. 8 9 228 122 90 410 C NO. 9 9 147 100 104 190 H S CODE 8462. 42 AMADA PUNCH AND LASER COMBINATION MACHINE MO DEL EMLK15AJE WITH STANDARD ACCESSORIES SE R. NO. 73152013 COMMERCIAL INVOICE NO. A22491 DIMENSION CM L W H KGS C NO. 1 9 669 323 293 25 740 C NO. 2 9 254 123 213 910 C NO. 3 9 470 251 199 1 780 C NO. 4 9 386 193 143 1 400 C NO. 5 9 331 124 111 430 C NO. 6 9 238 122 97 450 C NO. 7 9 228 122 70 400 C NO. 8 9 228 122 90 410 C NO. 9 9 147 100 104 190 H S CODE 8462. 42 AMADA PUNCH AND LASER COMBINATION MACHINE MO DEL EMLK15AJE WITH STANDARD ACCESSORIES SE R. NO. 73152013 COMMERCIAL INVOICE NO. A22491 DIMENSION CM L W H KGS C NO. 1 9 669 323 293 25 740 C NO. 2 9 254 123 213 910 C NO. 3 9 470 251 199 1 780 C NO. 4 9 386 193 143 1 400 C NO. 5 9 331 124 111 430 C NO. 6 9 238 122 97 450 C NO. 7 9 228 122 70 400 C NO. 8 9 228 122 90 410 C NO. 9 9 147 100 104 190 H S CODE 8462. 42 AMADA PUNCH AND LASER COMBINATION MACHINE MO DEL EMLK15AJE WITH STANDARD ACCESSORIES SE R. NO. 73152013 COMMERCIAL INVOICE NO. A22491 DIMENSION CM L W H KGS C NO. 1 9 669 323 293 25 740 C NO. 2 9 254 123 213 910 C NO. 3 9 470 251 199 1 780 C NO. 4 9 386 193 143 1 400 C NO. 5 9 331 124 111 430 C NO. 6 9 238 122 97 450 C NO. 7 9 228 122 70 400 C NO. 8 9 228 122 90 410 C NO. 9 9 147 100 104 190 H S CODE 8462. 42 AMADA PUNCH AND LASER COMBINATION MACHINE MO DEL EMLK15AJE WITH STANDARD ACCESSORIES SE R. NO. 73152013 COMMERCIAL INVOICE NO. A22491 DIMENSION CM L W H KGS C NO. 1 9 669 323 293 25 740 C NO. 2 9 254 123 213 910 C NO. 3 9 470 251 199 1 780 C NO. 4 9 386 193 143 1 400 C NO. 5 9 331 124 111 430 C NO. 6 9 238 122 97 450 C NO. 7 9 228 122 70 400 C NO. 8 9 228 122 90 410 C NO. 9 9 147 100 104 190 H S CODE 8462. 42 AMADA PUNCH AND LASER COMBINATION MACHINE MO DEL EMLK15AJE WITH STANDARD ACCESSORIES SE R. NO. 73152013 COMMERCIAL INVOICE NO. A22491 DIMENSION CM L W H KGS C NO. 1 9 669 323 293 25 740 C NO. 2 9 254 123 213 910 C NO. 3 9 470 251 199 1 780 C NO. 4 9 386 193 143 1 400 C NO. 5 9 331 124 111 430 C NO. 6 9 238 122 97 450 C NO. 7 9 228 122 70 400 C NO. 8 9 228 122 90 410 C NO. 9 9 147 100 104 190 H S CODE 8462. 42 AMADA PUNCH AND LASER COMBINATION MACHINE MO DEL EMLK15AJE WITH STANDARD ACCESSORIES SE R. NO. 73152013 COMMERCIAL INVOICE NO. A22491 DIMENSION CM L W H KGS C NO. 1 9 669 323 293 25 740 C NO. 2 9 254 123 213 910 C NO. 3 9 470 251 199 1 780 C NO. 4 9 386 193 143 1 400 C NO. 5 9 331 124 111 430 C NO. 6 9 238 122 97 450 C NO. 7 9 228 122 70 400 C NO. 8 9 228 122 90 410 C NO. 9 9 147 100 104 190 H S CODE 8462. 42 AMADA PUNCH AND LASER COMBINATION MACHINE MO DEL EMLK15AJE WITH STANDARD ACCESSORIES SE R. NO. 73152013 COMMERCIAL INVOICE NO. A22491 DIMENSION CM L W H KGS C NO. 1 9 669 323 293 25 740 C NO. 2 9 254 123 213 910 C NO. 3 9 470 251 199 1 780 C NO. 4 9 386 193 143 1 400 C NO. 5 9 331 124 111 430 C NO. 6 9 238 122 97 450 C NO. 7 9 228 122 70 400 C NO. 8 9 228 122 90 410 C NO. 9 9 147 100 104 190 H S CODE 8462. 42 AMADA HYDRAULIC PRESS BRAKE MODEL HG1303 WI TH STANDARD ACCESSORIES SER. NO. 13309784 C OMMERCIAL INVOICE NO. A22603 DIMENSION CM L W H KGS C NO. 1 1 405 220 334 12 410 HS COD E 8462. 23 AMADA HYDRAULIC PRESS BRAKE MODEL HG1303 WI TH STANDARD ACCESSORIES SER. NO. 13309783 C OMMERCIAL INVOICE NO. A22602 DIMENSION CM L W H KGS C NO. 1 1 405 220 334 12 410 HS COD E 8462. 23 AMADA HYDRAULIC PRESS BRAKE MODEL HG1303 WI TH STANDARD ACCESSORIES SER. NO. 13309782 C OMMERCIAL INVOICE NO. A22601 DIMENSION CM L W H KGS C NO. 1 1 405 220 334 12 410 HS COD E 8462. 23 AMADA HYDRAULIC PRESS BRAKE MODEL HG1003ATC WITH STANDARD ACCESSORIES SER. NO. 10038749 COMMERCIAL INVOICE NO. A22606 DIMENSION CM L W H KGS C NO. 1 2 625 276 329 13 680 C N O. 2 2 167 109 108 290 HS CODE 8462. 23 AMADA HYDRAULIC PRESS BRAKE MODEL HG1003ATC WITH STANDARD ACCESSORIES SER. NO. 10038749 COMMERCIAL INVOICE NO. A22606 DIMENSION CM L W H KGS C NO. 1 2 625 276 329 13 680 C N O. 2 2 167 109 108 290 HS CODE 8462. 23 AMADA HYDRAULIC PRESS BRAKE MODEL HG1003ATC WITH STANDARD ACCESSORIES SER. NO. 10038748 COMMERCIAL INVOICE NO. A22605 DIMENSION CM L W H KGS C NO. 1 2 625 276 329 13 680 C N O. 2 2 167 109 108 290 HS CODE 8462. 23 AMADA HYDRAULIC PRESS BRAKE MODEL HG1003ATC WITH STANDARD ACCESSORIES SER. NO. 10038748 COMMERCIAL INVOICE NO. A22605 DIMENSION CM L W H KGS C NO. 1 2 625 276 329 13 680 C N O. 2 2 167 109 108 290 HS CODE 8462. 23 AMADA HYDRAULIC PRESS BRAKE MODEL HG1003ATC WITH STANDARD ACCESSORIES SER. NO. 10038747 COMMERCIAL INVOICE NO. A22596 DIMENSION CM L W H KGS C NO. 1 2 625 276 329 13 680 C N O. 2 2 167 109 108 290 HS CODE 8462. 23 AMADA HYDRAULIC PRESS BRAKE MODEL HG1003ATC WITH STANDARD ACCESSORIES SER. NO. 10038747 COMMERCIAL INVOICE NO. A22596 DIMENSION CM L W H KGS C NO. 1 2 625 276 329 13 680 C N O. 2 2 167 109 108 290 HS CODE 8462. 23,960.0
PMI Trading,"Dos Bocas, Mexico","Port Arthur, Texas",27.0,2709.0,6148673.43,89,"527, 915. 000 BBLS MAYA CRUDE OIL 502, 471 BBLS MAYA CRUDE OIL ONE LOT OF MAYA CRUDE OIL 525188 BBLS 577, 647 BBLS GSV@60F MAYA CRUDE OIL API 22. 10 520, 751 BBLS MAYA CRUDE OIL 525, 037 MAYA CRUDE OIL 519, 813 BBLS MAYA CRUDE OIL 522, 267 BBLS MAYA CRUDE OIL 495, 776 BBLS MAYA CRUDE OIL 520, 011 BBLS MAYA CRUDE OIL",951.5
Celanese,"Coatzacoalcos, Mexico","Houston, Houston, Texas",29.0,2905.0,35213.64,93,"METHYL ISBOBUTYL CARBINOL (MIBC) IN BULK 400. 005 MTS OF METHYL ISOBUTANOL CARBINOL (MIBC) 399. 964 MT MIBC IN BULK 450. 091 MT MIBC IN BULK 499. 717 MT MIBC IN BULK FOREIGN RETAINED ONBOARD: 300. 006 METRIC TONS METHYL ISOBUTYL CARBINOL (MIBC) METIL ISOBUTIL CARBINOL NOTES: CARGO ORIGINALLY LOADED ONBOARD AT COA TZACOALCOS, MEXICO WILL REMAIN ONBOARD DURING THE VESSELS CALL TO THE USA UNTIL FINAL DISP ORT OF ANTWERP, BELGIUM FOREIGN RETAINED ONBOARD: 300. 006 METRIC TONS METHYL ISOBUTYL CARBINOL (MIBC) METIL ISOBUTIL CARBINOL NOTES: CARGO ORIGINALLY LOADED ONBOARD AT COA TZACOALCOS, MEXICO WILL REMAIN ONBOARD DURING THE VESSELS CALL TO THE USA UNTIL FINAL DISP ORT OF ANTWERP, BELGIUM FOREIGN RETAINED ONBOARD: 200 METRIC TONS METHYL ISOBUTYL CARBINOL (MIBC) METIL ISOBUTIL CARBINOL NOTES: CARGO ORIGINALLY LOADED ONBOARD AT COA TZACOALCOS, MEXICO WILL REMAIN ONBOARD DURING THE VESSELS CALL TO THE USA UNTIL FINAL DISP ORT OF ANTWERP, BELGIUM 400. 020 MT MIBC IN BULK FOREIGN RETAINED ONBOARD: 300. 006 METRIC TONS METHYL ISOBUTYL CARBINOL (MIBC) METIL ISOBUTIL CARBINOL NOTES: CARGO ORIGINALLY LOADED ONBOARD AT COA TZACOALCOS, MEXICO WILL REMAIN ONBOARD DURING THE VESSELS CALL TO THE USA UNTIL FINAL DISP ORT OF ANTWERP, BELGIUM",930.4
Celanese,"Coatzacoalcos, Mexico","Houston, Houston, Texas",29.0,2915.0,103715.94,90,"EHTYLE ACETATE (ETAC) IN BULK ACETIC ANHYDRIDE (AC2O) IN BULK 1000. 291 MTS OF ETHYL ACETATE IN BULK 500. 030 MT ETAC IN BULK 499. 994 MT OF ETAC IN BULK FOREIGN RETAINED ONBOARD: 4, 800 METRIC TONS ACETATO DE ETILO (ETAC) ETHYL ACETATE NOTES: CARGO ORIGINALLY LOADED ONBOARD AT COA TZACOALCOS, MEXICO WILL REMAIN ONBOARD DURING THE VESSELS CALL TO THE USA UNTIL FINAL DISP ORT OF ANTWERP, BELGIUM 499. 915 MT ETAC IN BULK FOREIGN RETAINED ONBOARD: 4, 800 METRIC TONS ACETATO DE ETILO (ETAC) ETHYL ACETATE NOTES: CARGO ORIGINALLY LOADED ONBOARD AT COA TZACOALCOS, MEXICO WILL REMAIN ONBOARD DURING THE VESSELS CALL TO THE USA UNTIL FINAL DISP ORT OF ANTWERP, BELGIUM 799. 921 MT ETAC IN BULK FOREIGN RETAINED ONBOARD: 2, 400 METRIC TONS ACETATO DE ETILO (ETAC) ETHYL ACETATE NOTES: CARGO ORIGINALLY LOADED ONBOARD AT COA TZACOALCOS, MEXICO WILL REMAIN ONBOARD DURING THE VESSELS CALL TO THE USA UNTIL FINAL DISP ORT OF ANTWERP, BELGIUM",901.0
Emirates Aluminium (EGA),"Liverpool, United Kingdom","Baltimore, Maryland",68.0,6802.0,18915.44,82,NC STEEL SLABS EDRO SLABS NC SLABS STAINLESS STEEL EDRO SLABS EDRO SLABS NC STEEL SLABS NC STEEL SLABS NC STEEL SLABS NC STEEL SLABS NC STEEL SLABS,820.2
Ecopetrol,"High Seas,Gulf Of Mexico","Houston, Houston, Texas",27.0,2709.0,5566352.9,76,"500, 069. 20 BBLS CASTILLA CRUDE OIL 503, 171 BBLS CASTILLA CRUDE OIL 499, 152. 60 BBLS CASTILLA CRUDE OIL 500, 069. 20 BBLS CASTILLA CRUDE OIL CASTILLA CRUDE OIL 501258 BBLS 502, 206 BBLS CASTILLA CRUDE OIL 502, 632 BBLS CASTILLA CRUDE OIL 500, 872 BBLS CASTILLA CRUDE OIL 499, 923 BBLS CASTILLA CRUDE OIL 501, 476 BBLS CASTILLA CRUDE OIL",815.7
Valero,"Sao Paulo, Brazil","Port of New Orleans, New Orleans, Louisiana",15.0,1502.0,138842.19,80,BOVINE TALLOW BOVINE TALLOW BOVINE TALLOW BOVINE TALLOW BOVINE TALLOW BOVINE TALLOW BOVINE TALLOW BOVINE TALLOW BOVINE TALLOW BOVINE TALLOW,801.4
Marathon Petroleum,"All Other Argentina Ports, Argentina","Port Of Anacortes, Anacortes, Washington",27.0,2709.0,867048.16,78,"196, 879. 583 BBLS GSV @ 60F MEDANITO CRUDE OIL 149, 132. 729 BBLS GSV @ 60F MEDANITO CRUDE OIL 199, 994. 981 BBLS GSV @ 60F MEDANITO CRUDE OIL 131, 253. 056 BBLS GSV @ 60F MEDANITO CRUDE OIL 125, 965. 550 BBLS MEDANITO CRUDE OIL 94, 401. 097 BBLS MEDANITO CRUDE OIL 94, 352. 386 BBLS MEDANITO CRUDE OIL 62, 934. 065 BBLS MEDANITO CRUDE OIL 46, 567. 311 BBLS MEDANITO CRUDE OIL 28, 300. 845 BBLS MEDANITO CRUDE OIL",788.7
Chevron,"Armuelles, Panama","Port of Richmond, Richmond, California",27.0,2709.0,3498714.84,75,"UNITY GOLD CRUDE OIL 497, 521. 28 BBLS PAYARA GOLD CRUDE OIL 201, 705 BBLS 400, 303. 04 BBLS UNITY GOLD CRUDE OIL 397, 123. 00 BBLS UNITY GOLD CRUDE OIL PAYARA GOLD CRUDE OIL APPROX. 272, 756. 74 BBLS PAYARA GOLD CRUDE OIL APPROX. 272, 756. 74 BBLS UNITY GOLD CRUDE OIL 497, 521. 28 BBLS PAYARA GOLD CRUDE OIL 201, 705 BBLS UNITY GOLD CRUDE OIL 379, 408 BBLS 610, 314. 17 BBLS UNITY GOLD CRUDE OIL",785.0
Chevron,"Jose, Venezuela","Port of Pascagoula, Pascagoula, Mississippi",27.0,2709.0,5563408.84,72,"504, 773 BBLS GSV@60F SPECIAL HAMACA BLEND WIT SPECIAL HAMACA BLEND CRUDE OIL 500, 774 BBLS MEREY 16 CRUDE OIL APPROX 515, 652 BBLS MEREY 16 CRUDE OIL APPROX 515, 652 BBLS 504, 773 BBLS GSV@60F SPECIAL HAMACA BLEND WIT 499, 923 BBLS GSV@60F CRUDE OIL SPECIAL HAMACA 505, 817 BBLS GSV@60F SPECIAL HAMACA BLEND CRU 507, 379 BBLS GSV@60F DILUTED CRUDE OIL (DCO) 505, 378 BBLS GSV@60F MEREY 16 CRUDE OIL API 1 SPECIAL HAMACA BLEND WITHOUT CRACKED MATERIAL",775.6
ExxonMobil,"Rotterdam, Netherlands","Houston, Houston, Texas",38.0,3823.0,81448.59,75,"714 METRIC TONS EXXAL 8 ROP IBC: OCTANOL (ALL ISOMERS) 801 METRIC TONS EXXAL 8 ROP IBC: OCTANOL (ALL ISOMERS) 714 METRIC TONS EXXAL 8 ROP IBC: OCTANOL (ALL ISOMERS) 1, 529. 211 METRIC TONS EXXAL 8 ROP IBC NAME: OCTANOL (ALL ISOMERS) 1, 028. 879 METRIC TONS EXXAL 8 ROP IBC: OCTANOL (ALL ISOMERS) 1, 200. 324 METRIC TONS EXXAL 8 ROP IBC: OCTANOL (ALL ISOMERS) 1, 020 METRIC TONS EXXAL 8 ROP IBC: OCTANOL (ALL ISOMERS) 1, 376. 957 METRIC TONS EXXAL 8 ROP IBC NAME: OCTANOL (ALL ISOMERS) 1, 028. 879 METRIC TONS EXXAL 8 ROP IBC: OCTANOL (ALL ISOMERS) 1, 200. 324 METRIC TONS EXXAL 8 ROP IBC: OCTANOL (ALL ISOMERS)",750.8
ExxonMobil,"Rotterdam, Netherlands","Houston, Houston, Texas",29.0,2914.0,70404.6,74,"1, 992. 821 METRIC TONS METHYL ETHYL KETONE (MEK) IBC NAME: METHYL ETHYL KETONE 507 METRIC TONS METHYL ETHYL KETONE UN 1193 CLASS 3, PG: II 713 METRIC TONS METHYL ETHYL KETONE (MEK) 507 METRIC TONS METHYL ETHYL KETONE UN 1193 CLASS 3, PG: II 612. 652 METRIC TONS EXXONMOBIL MEK MARPOL SHIPPING NAME: METHYL ETHYL KETONE 1, 000. 836 METRIC TONS METHYL ETHYL KETONE UN 1193 CLASS 3, PG II 1, 102. 158 METRIC TONS METHYL ETHYL KETONE (MEK) IBC NAME: METHYL ETHYL KETONE 602 METRIC TONS METHYL ETHYL KETONE UN 1193 CLASS 3, PG: II 1, 499. 210 METRIC TONS EXXONMOBIL MEK MARPOL SHIPPING NAME: METHYL ETHYL KETONE 1, 000. 836 METRIC TONS METHYL ETHYL KETONE UN 1193 CLASS 3, PG II",740.7
Emirates Aluminium (EGA),"All Other United Arab Emirates Ports, United Arab Emirates","Port of Long Beach, Long Beach, California",76.0,7601.0,27948.34,74,"PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A LLOY 69240 (EQUIVALENT TO AA6061) PRIMARY ALUMINUM FOUNDRY ALLOY AISI3SR STRONT IUM MODIFIED IN EGA ALLOY 42001. T - INGOT 1, 406 KG PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A LLOY 65047 (EQUIVALENT TO AA6063) PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A LLOY 65047 (EQUIVALENT TO AA6063) PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A LLOY 65047 (EQUIVALENT TO AA6063) PRIMARY ALUMINIUM FOUNDRY ALLOY A356. 2SR STRO NTIUM MODIFIED IN EGA ALLOY 44589. HDC - INGO T 10 KG PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A LLOY 69240 (EQUIVALENT TO AA6061) PRIMARY ALUMINUM FOUNDRY ALLOY AISI3SR STRONT IUM MODIFIED IN EGA ALLOY 42001. T - INGOT 1, 406 KG PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A LLOY 65047 (EQUIVALENT TO AA6063) PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A LLOY 65047 (EQUIVALENT TO AA6063)",740.3
Emirates Aluminium (EGA),"All Other United Arab Emirates Ports, United Arab Emirates","Baltimore, Maryland",76.0,7601.0,5260656.89,67,PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A ALLOY 65047 PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A ALLOY 65047 PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A ALLOY 65047 PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A ALLOY 65047 PRIMARY ALUMINIUM MINIMUM ALUMINIUM IN EGA CO CODE 19003 PRIMARY ALUMINIUM FOUNDRY ALLOY MODIFIED IN E EGA ALLOY 44543 PRIMARY ALUMINIUM FOUNDRY ALLOY A362 PRIMARY ALUMIMIUM FOUNDRY ALLOY A356. 2SR STRO NTIUM MODIFIED IN EGA ALLOY 44541. T-INGOT 90 7 KG PRIMARY ALUMIMIUM BILLET HOMOGENISED IN EGA A LLOY 65047 (EQUIVALENT TO AA6063) PRIMARY ALUMINIUM FOUNDRY ALLOY A356. 2SR STRO NTIUM MODIFIED IN EGA ALLOY 44541. T-INGOT 90 7 KG HIGH PURITY PRIMARY ALUMIMIUM OF 99. 92% IN EG A CODE 19200 (EQUIVALENT TO P0303A) SOW INGOT 680 KG,722.6
