Bill of Lading Number,Arrival Date,Consignee,Consignee (Original Format),Consignee SIC Codes,Shipper,Shipper (Original Format),Shipper SIC Codes,Notify Party,Carrier,Origin (F),Destination (D),Port of Discharge (D),Port of Loading (F),Country of Origin (F),Place of Receipt (F),Vessel,Voyage,IMO,Is Containerized,Measurement,Kilos,Tons,Weight (Original Format),Value,HS Code Desc.,Goods Shipped,REC_ID,Qty,Pckg,HS2,HS4,HS6,Vessel_Type_Simple,Carrier Name,Package_Type,Count,Group,Commodity,Cargo,Cargo Detail,Group_Locked,Commodity_Locked,Cargo_Locked,Cargo_Detail_Locked,Classified_Phase,Last_Rule_ID,Report_One,Report_Two,Report_Three,Report_Four,Filter,Note,Cargo_Detail,Classified_By_Rule,Type,DWT,LOA,Beam,Depth(m),GT,NRT,Grain,TPC,Dwt_Draft(m),Port_Code,Port_Consolidated,Port_Coast,Port_Region
OFCWRIONEW209604,2025-07-23,Gulf Inland Marine Services Incorporatedorporated,,"4729, 4731",Metalsete Siderurgia S A,"METALSETE SIDERURGIA S/A
RODOVIA BR 40 KM 475, 5 S/N, RETIRO
DAS OLIVEIRAS CEP: 35.701.970 CAIXA
POSTAL 146 SETE LAGOAS, MG
TEPH: 031-2106-7600",,"GULF INLAND MARINE SERVICES INC
2341 S. DARLA AVE., GONZALES, LA 70737, OPERATIONS: 225-647-2770",OFCW - Oldendorff Carriers,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,BRAZIL,YM ADVANCE,02096,9860685,, ,261000.0,261.0,261 ET,110000.0,Parsed: 7201.10.00,BASIC STEEL MAKING PIG IRON HS CODE: 7201. 10. 00,PANV_IMP_FILE084_R616473,1,BLK,72,7201,720110,Bulk Carrier,OFCW,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,Bulk Carrier-Supra/Ultramax,63509,195.38,32.292,19.15,35832,20839,80498,61.4,13.418,2002,New Orleans,Gulf,Gulf East
OFCWRIONEW209605,2025-07-23,Gulf Inland Marine Services Incorporatedorporated,,"4729, 4731",Tecnosider Siderurgia Limiteda,"TECNOSIDER SIDERURGIA LTDA
RODOVIA BR 40 KM 475, BARRERIO
DAS INDUSTRIAS CEP: 35.701-970
SETE LAGOAS, MG  PH: 031-3774-7811
TECNPJ: 03.857.484/0001-88",,"GULF INLAND MARINE SERVICES INC
2341 S. DARLA AVE., GONZALES, LA 70737, OPERATIONS: 225-647-2770",OFCW - Oldendorff Carriers,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,BRAZIL,YM ADVANCE,02096,9860685,, ,251000.0,251.0,251 ET,106000.0,Parsed: 7201.10.00,BASIC STEEL MAKING PIG IRON HS CODE: 7201. 10. 00,PANV_IMP_FILE084_R616474,1,BLK,72,7201,720110,Bulk Carrier,OFCW,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,Bulk Carrier-Supra/Ultramax,63509,195.38,32.292,19.15,35832,20839,80498,61.4,13.418,2002,New Orleans,Gulf,Gulf East
OFCWRIONEW209606,2025-07-23,Gulf Inland Marine Services Incorporatedorporated,,"4729, 4731",Siderurgica Alterosa Sa,"SIDERURGICA ALTEROSA S.A.
RUA PEQUI, 189 SANTOS DUMONT
CEP: 35666-308 PARA DE MINAS MG
BRAZIL CNPJ: 23-117-229/0001-06",3312,"GULF INLAND MARINE SERVICES INC
2341 S. DARLA AVE., GONZALES, LA 70737, OPERATIONS: 225-647-2770",OFCW - Oldendorff Carriers,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,BRAZIL,YM ADVANCE,02096,9860685,, ,5964000.0,5964.0,5964 ET,2523000.0,Parsed: 7201.10.00,BASIC STEEL MAKING PIG IRON HS CODE: 7201. 10. 00,PANV_IMP_FILE084_R616475,1,BLK,72,7201,720110,Bulk Carrier,OFCW,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,Bulk Carrier-Supra/Ultramax,63509,195.38,32.292,19.15,35832,20839,80498,61.4,13.418,2002,New Orleans,Gulf,Gulf East
OFCWRIONEW209607,2025-07-23,Gulf Inland Marine Services Incorporatedorporated,,"4729, 4731",Ferguminas Siderurgia Limiteda,"FERGUMINAS SIDERURGICA LTDA
ROD MG 431 KM 36, ZONA RURAL
CEP 35680-143 ITAUNA MG BRASIL
CNPJ: 05.497.195/0001-40",3312,"GULF INLAND MARINE SERVICES INC
2341 S. DARLA AVE., GONZALES, LA 70737, OPERATIONS: 225-647-2770",OFCW - Oldendorff Carriers,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,BRAZIL,YM ADVANCE,02096,9860685,, ,21319000.0,21319.0,21319 ET,9018000.0,Parsed: 7201.10.00,BASIC STEEL MAKING PIG IRON HS CODE: 7201. 10. 00,PANV_IMP_FILE084_R616476,1,BLK,72,7201,720110,Bulk Carrier,OFCW,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,Bulk Carrier-Supra/Ultramax,63509,195.38,32.292,19.15,35832,20839,80498,61.4,13.418,2002,New Orleans,Gulf,Gulf East
OFCWRIONEW209608,2025-07-23,Gulf Inland Marine Services Incorporatedorporated,,"4729, 4731",Siderurgica Itabirito Limiteda,"SIDERURGICA ITABIRITO LTDA
AV. QUEIROZ JUNIOR, 3575, BAIRRO
ESPERANCA, CEP 35450-000 ITABIRITO
MG BRASIL CNPJ: 02.702.798/0001-49",3312,"GULF INLAND MARINE SERVICES INC
2341 S. DARLA AVE., GONZALES, LA 70737, OPERATIONS: 225-647-2770",OFCW - Oldendorff Carriers,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,BRAZIL,YM ADVANCE,02096,9860685,, ,3118000.0,3118.0,3118 ET,1319000.0,Parsed: 7201.10.00,BASIC STEEL MAKING PIG IRON HS CODE: 7201. 10. 00,PANV_IMP_FILE084_R616477,1,BLK,72,7201,720110,Bulk Carrier,OFCW,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,Bulk Carrier-Supra/Ultramax,63509,195.38,32.292,19.15,35832,20839,80498,61.4,13.418,2002,New Orleans,Gulf,Gulf East
OFCWRIONEW209609,2025-07-23,Gulf Inland Marine Services Incorporatedorporated,,"4729, 4731",Metalsider Limiteda,"METALSIDER LTDA
AV. AMAZONAS, 2481, BAIRRO CACHOEIR
CEP: 32602-335 BETIM MG BRAZIL
CNPJ: 17.635.277/0001-93",3312,"GULF INLAND MARINE SERVICES INC
2341 S. DARLA AVE., GONZALES, LA 70737, OPERATIONS: 225-647-2770",OFCW - Oldendorff Carriers,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,BRAZIL,YM ADVANCE,02096,9860685,, ,9102000.0,9102.0,9102 ET,3850000.0,Parsed: 7201.10.00,BASIC STEEL MAKING PIG IRON HS CODE: 7201. 10. 00,PANV_IMP_FILE084_R616478,1,BLK,72,7201,720110,Bulk Carrier,OFCW,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,Bulk Carrier-Supra/Ultramax,63509,195.38,32.292,19.15,35832,20839,80498,61.4,13.418,2002,New Orleans,Gulf,Gulf East
OFCWRIONEW209610,2025-07-23,Gulf Inland Marine Services Incorporatedorporated,,"4729, 4731",Sds Siderurgica Limiteda,"SDS SIDERURGIA LTDA
RODOVIA BR 40 KM 476, S/N, BAIRRO
UNIVERSITARIO CEP: 35.702.372
SETE LAGOAS, MG BRASIL
TECNPJ: 32.293.283/0001-84",,"GULF INLAND MARINE SERVICES INC
2341 S. DARLA AVE., GONZALES, LA 70737, OPERATIONS: 225-647-2770",OFCW - Oldendorff Carriers,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,BRAZIL,YM ADVANCE,02096,9860685,, ,1042000.0,1042.0,1042 ET,441000.0,Parsed: 7201.10.00,BASIC STEEL MAKING PIG IRON HS CODE: 7201. 10. 00,PANV_IMP_FILE084_R616479,1,BLK,72,7201,720110,Bulk Carrier,OFCW,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,Bulk Carrier-Supra/Ultramax,63509,195.38,32.292,19.15,35832,20839,80498,61.4,13.418,2002,New Orleans,Gulf,Gulf East
OFCWRIONEW209611,2025-07-23,Gulf Inland Marine Services Incorporatedorporated,,"4729, 4731",Gelf Siderurgia S.A.,"GELF SIDERURGIA S.A
RODOVIA BR 40 KM 465, BARRERIO
SETE LAGOAS, MINAS GERAIS, BRAZIL
35701-970 CNPJ: 20.388..757/0001-01",,"GULF INLAND MARINE SERVICES INC
2341 S. DARLA AVE., GONZALES, LA 70737, OPERATIONS: 225-647-2770",OFCW - Oldendorff Carriers,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,BRAZIL,YM ADVANCE,02096,9860685,, ,4145000.0,4145.0,4145 ET,1753000.0,Parsed: 7201.10.00,BASIC STEEL MAKING PIG IRON HS CODE: 7201. 10. 00,PANV_IMP_FILE084_R616480,1,BLK,72,7201,720110,Bulk Carrier,OFCW,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,Bulk Carrier-Supra/Ultramax,63509,195.38,32.292,19.15,35832,20839,80498,61.4,13.418,2002,New Orleans,Gulf,Gulf East
OFCWRIONEW209612,2025-07-23,Gulf Inland Marine Services Incorporatedorporated,,"4729, 4731",Avg Siderurgia Limiteda,"AVG SIDERURGICA LTDA
RODOVIA BR 40 KM 468
SETE LAGOAS, MINAS GERAIS, BRAZIL
CEP 35701-970
TECNPJ: 20.176.160/0002-84",,"GULF INLAND MARINE SERVICES INC
2341 S. DARLA AVE., GONZALES, LA 70737, OPERATIONS: 225-647-2770",OFCW - Oldendorff Carriers,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,BRAZIL,YM ADVANCE,02096,9860685,, ,7809000.0,7809.0,7809 ET,3303000.0,Parsed: 7201.10.00,BASIC STEEL MAKING PIG IRON HS CODE: 7201. 10. 00,PANV_IMP_FILE084_R616481,1,BLK,72,7201,720110,Bulk Carrier,OFCW,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,Bulk Carrier-Supra/Ultramax,63509,195.38,32.292,19.15,35832,20839,80498,61.4,13.418,2002,New Orleans,Gulf,Gulf East
OFCWRIONEW209601,2025-07-23,Gulf Inland Marine Services Incorporatedorporated,,"4729, 4731",Multifer Siderurgia Limited,"MULTIFER SIDERURGIA LTD
ROD BR 040 KM 472 BAIRRO
UNIVERSITARIO CEP: 35.702.372
SETO LAGOAS MG PH: 031-2106-4650
TECNPJ: 29.638.322/0001-42",,"GULF INLAND MARINE SERVICES INC
2341 S. DARLA AVE., GONZALES, LA 70737, OPERATIONS: 225-647-2770",OFCW - Oldendorff Carriers,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,BRAZIL,YM ADVANCE,02096,9860685,, ,1260000.0,1260.0,1260 ET,533000.0,Parsed: 7201.10.00,BASIC STEEL MAKING PIG IRON HS CODE: 7201. 10. 00,PANV_IMP_FILE084_R616482,1,BLK,72,7201,720110,Bulk Carrier,OFCW,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,Bulk Carrier-Supra/Ultramax,63509,195.38,32.292,19.15,35832,20839,80498,61.4,13.418,2002,New Orleans,Gulf,Gulf East
OFCWRIONEW209602,2025-07-23,Gulf Inland Marine Services Incorporatedorporated,,"4729, 4731",Citygusa Siderurgia Limiteda,"CITYGUSA SIDERURGIA LTDA
ESTRADA JOSE LEANDRO RIBEIRO S/N
BAIRRO: VARZEA ALEGRE
CEP: 33600-000 PEDRO LEOPOLDO, MG
TEPH: 031-3663-1700",3312,"GULF INLAND MARINE SERVICES INC
2341 S. DARLA AVE., GONZALES, LA 70737, OPERATIONS: 225-647-2770",OFCW - Oldendorff Carriers,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,BRAZIL,YM ADVANCE,02096,9860685,, ,701000.0,701.0,701 ET,297000.0,Parsed: 7201.10.00,BASIC STEEL MAKING PIG IRON HS CODE: 7201. 10. 00,PANV_IMP_FILE084_R616483,1,BLK,72,7201,720110,Bulk Carrier,OFCW,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,Bulk Carrier-Supra/Ultramax,63509,195.38,32.292,19.15,35832,20839,80498,61.4,13.418,2002,New Orleans,Gulf,Gulf East
OFCWRIONEW209603,2025-07-23,Gulf Inland Marine Services Incorporatedorporated,,"4729, 4731",Citygusa Siderurgia Limiteda,"CITYGUSA SIDERURGIA LTDA
ESTRADA JOSE LEANDRO RIBEIRO S/N
BAIRRO: VARZEA ALEGRE
CEP: 33600-000 PEDRO LEOPOLDO, MG
TEPH: 031-3663-1700",3312,"GULF INLAND MARINE SERVICES INC
2341 S. DARLA AVE., GONZALES, LA 70737, OPERATIONS: 225-647-2770",OFCW - Oldendorff Carriers,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,BRAZIL,YM ADVANCE,02096,9860685,, ,831000.0,831.0,831 ET,352000.0,Parsed: 7201.10.00,BASIC STEEL MAKING PIG IRON HS CODE: 7201. 10. 00,PANV_IMP_FILE084_R616484,1,BLK,72,7201,720110,Bulk Carrier,OFCW,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,Bulk Carrier-Supra/Ultramax,63509,195.38,32.292,19.15,35832,20839,80498,61.4,13.418,2002,New Orleans,Gulf,Gulf East
DMNAQAN2SORNOA01,2025-07-25,Rw Smith,,,,,,"R.W. SMITH & CO. INC.
3030 GREENS ROAD, HOUSTON TX77032 US",DMNA - Dampskibsselskabet Norden Aktieselskab,Canada,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Sorel, Que, Canada",Canada,"SOREL, CANADA",QANUX BENEFIT,02,,, ,4212000.0,4212.0,4212 ET,1786000.0,Classified: 7201.10,"SORELMETAL (PIG IRON), GRADE R-10 (4, 211. 24 MT)",PANV_IMP_FILE084_R615568,1,BLK,72,7201,720110,General Cargo,DMNA,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2002,New Orleans,Gulf,Gulf East
DMNAQAN2SORNOA02,2025-07-25,Rw Smith,,,,,,"R.W. SMITH & CO. INC.
3030 GREENS ROAD, HOUSTON TX77032 US",DMNA - Dampskibsselskabet Norden Aktieselskab,Canada,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Sorel, Que, Canada",Canada,"SOREL, CANADA",QANUX BENEFIT,02,,, ,4211000.0,4211.0,4211 ET,1785000.0,Classified: 7201.10,"SORELMETAL (PIG IRON), GRADE R-10 (4, 210. 91 MT)",PANV_IMP_FILE084_R615569,1,BLK,72,7201,720110,General Cargo,DMNA,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2002,New Orleans,Gulf,Gulf East
CEHB5LRK6U147501,2025-07-26,Host Agency,,,,,,"HOST AGENCY
LLC LIAM CHAVEZ, 215 EAST BAY ST STE 201-M, CHARLESTON SC 29403",CEHB - Cosmotrade Exports Sa,Ukraine,"The Port of Charleston, Charleston, South Carolina","The Port of Charleston, Charleston, South Carolina","Juzhny, Ukraine",Ukraine,ODESSA UKRAINE,SUPRA BARON,U1475,,, ,50008352.0,50008.35,50008350 KG,21454000.0,Classified: 7201.10,CONVERSION PIG IRON,PANV_IMP_FILE111_R843094,1,BLK,72,7201,720110,Bulk Carrier,CEHB,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,1601,South Carolina Ports,East,South Atlantic
CINT4114MORPRA01,2025-07-28,Dbs Bank Limited London,"TO THE ORDER OF DBS BANK LTD,
ONE LONDON WALL
LONDON",7999,Duferco Sa,"DUFERCO SA
Via Bagutti 9
Lugano
Ticino
6900
Switzerland","5051, 5052, 5072, 5171, 5172","STEEL DYNAMICS COLUMBUS LLC
1945 AIRPORT ROAD  PO BOX 467, COLUMBUS MS 39703",CINT - Cargill International S A,Switzerland,United Kingdom,"The Port of Brownsville, Brownsville, Texas","Praia Mole, Brazil",Brazil,BRAZIL,SOUNION,17,,, ,55000000.0,55000.0,55000 ET,23265000.0,Classified: 7201.10,"55, 000 MT BASIC PIG IRON",PANV_IMP_FILE084_R614233,1,BLK,72,7201,720110,Bulk Carrier,CINT,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2301,South Texas,Gulf,South Texas
CINT4114MORPRA01,2025-07-28,Dbs Bank Limited London,"TO THE ORDER OF DBS BANK LTD,
ONE LONDON WALL
LONDON",7999,Duferco Sa,"DUFERCO SA
Via Bagutti 9
Lugano
Ticino
6900
Switzerland","5051, 5052, 5072, 5171, 5172","STEEL DYNAMICS COLUMBUS LLC
1945 AIRPORT ROAD  PO BOX 467, COLUMBUS MS 39703",CINT - Cargill International S A,Switzerland,United Kingdom,"The Port of Brownsville, Brownsville, Texas","Praia Mole, Brazil",Brazil,BRAZIL,SOUNION,17,,, ,55000000.0,55000.0,55000 ET,23265000.0,Classified: 7201.10,"55, 000 MT BASIC PIG IRON",PANV_IMP_FILE111_R841365,1,BLK,72,7201,720110,Bulk Carrier,CINT,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2301,South Texas,Gulf,South Texas
PXBCRNSAAR373401,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,1006000.0,1006.0,1006 ET,426000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE084_R612893,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373402,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,2159000.0,2159.0,2159 ET,913000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE084_R612894,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373403,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,4033000.0,4033.0,4033 ET,1706000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE084_R612895,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373404,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,3829000.0,3829.0,3829 ET,1620000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE084_R612896,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373405,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,5266000.0,5266.0,5266 ET,2228000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE084_R612897,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373406,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,1677000.0,1677.0,1677 ET,709000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE084_R612898,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373407,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,1438000.0,1438.0,1438 ET,608000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE084_R612899,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373408,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,2398000.0,2398.0,2398 ET,1014000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE084_R612900,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373409,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,723000.0,723.0,723 ET,306000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE084_R612901,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373410,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,5955000.0,5955.0,5955 ET,2519000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE084_R612902,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373411,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,8926000.0,8926.0,8926 ET,3776000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE084_R612903,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373412,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,1673000.0,1673.0,1673 ET,708000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE084_R612904,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
