Party_Name,Total_Tons,Record_Count
"Ningbo Zhenming Shaft Co., Ltd.",1.87,1
Mec Container Safety Systems Gmb H,1.87,2
Tft Llc,1.87,1
W&J Motors Llc,1.87,1
Jaguar Land Rover North America Llc,1.87,1
Castco Sdn Bhd,1.86,2
Mecelec Composit,1.86,2
Auto Shopper Inc.,1.86,1
Patris,1.8599999999999999,6
M V Caribbean Princess,1.85,1
Bahamas Ferries,1.85,3
Cchl,1.84,2
"Nes Nihon Co., Ltd.",1.84,2
Manitowoc Crane Group France,1.84,1
Leather Back Stt,1.8399999999999999,6
M V Jean Raspail V. 08,1.83,7
Gentili Cucine Srl,1.82,1
Arawa Inc.,1.82,2
Caribbean Labs And Traders Srl,1.82,4
Tokyo Bayside Trading,1.82,2
Camfil Apc Gmb H,1.82,1
Thermo King Del Caribe,1.82,2
Saintnals Llc,1.82,5
Dp Usvi Inc.,1.82,2
Vesuvius France S.A.,1.82,1
Cinco Csa,1.8199999999999998,3
O'cof Technology Ltd.,1.81,1
Vaalco Gabon Sa,1.81,1
Gooniesone,1.8,2
Arc Lancaster Ltd.,1.8,1
World Harmony,1.8,1
Christian Dior Parfums,1.8,1
Feragaia,1.8,1
"Cartones Del Caribe, S.A.",1.8,6
Davidshaw,1.8,2
"S B K Co., Ltd.",1.8,2
Koskin Imp. Oy,1.8,2
Dg Classic Cars Di,1.8,2
M V Rolldock,1.8,1
M V Nohshu Maru V 36,1.8,4
Hastens Beds Ab,1.79,2
M V Grandeur Of The Seas,1.79,2
Gaslog Lng Services Ltd.,1.78,3
Best Motor,1.78,2
"Seonghwa Industrial Co., Ltd.",1.78,1
Jag Group Japan,1.78,2
Pricemart Usvi,1.77,1
Diamond Offshore Co.,1.77,1
Seaways Kenosha,1.7600000000000002,6
Helados Internacionales Sa,1.76,2
Starbulk Sa,1.76,4
Optimas Oe Solutions,1.76,1
Nomikos Am Transworld,1.76,4
Cosco Container Lines,1.76,4
Briese Schiffahrts,1.76,6
M V Prism Courage V014,1.76,1
Dockendale Ship Management,1.76,4
Papis Motors Llc,1.75,1
Fucine Umbre Srl,1.75,1
Cs Decisive Chief Engineer,1.75,1
Stahl Europe Bv,1.75,2
Richmond Voyager,1.7400000000000002,12
M V Enchantment Of The Seas,1.7400000000000002,2
Wilhelmsen Ahrenkiel,1.74,4
Anderson Stewart Castings,1.74,2
Mediterranean Shipping Co.,1.74,1
Chizhong,1.74,2
Colonial Foods (Pty) ) Ltd.,1.74,2
Ft Marine Sas,1.74,3
Msc Ocean Cay Ltd.,1.73,3
Vishakha Industries,1.73,1
Cafferata & Co.,1.73,1
Interplex Pmp Ltd.,1.72,1
Perell Incorporado,1.72,8
Xiamen Tengfei Imp. & Exp. .,1.72,2
"Synergy Martime Pvt., Ltd.",1.72,2
"Rinzai Co., Ltd.",1.72,2
Ghidini Giuseppe Bosco S.P.A.,1.72,1
La Fruitiere Du Val Evel,1.72,1
Cosworth Electronics Ltd.,1.71,1
Canal Movers & Logistics Corp.,1.71,1
Dongguan Perfect Promotional Gift,1.71,1
St Systemtronic S.A.,1.7,2
Kieft En Klok Vintage Volkswagen,1.7,2
Eva Comercial Srl,1.7,2
Ningbo Polaris Crafts Trading Co.Lt,1.7,1
Autostile Sp A,1.7,1
"Baltimore Dominicana, C. Por A",1.7,2
Total Headturners,1.7,2
Artemis Arctic,1.69,2
Epiroc Australia (Pty) ) Ltd.,1.69,8
Prestige Imp. & Exp. . In,1.69,1
Tryenergy Ltda,1.69,5
Wdi Lighthouse Point,1.69,2
Pj Gaffers Lighting & Grip,1.6800000000000002,4
Liberty Blue Shipmanagement Gmb H,1.68,2
Pro Auto Sales & Service Of Orlando,1.68,1
Blue Water Shipping (Georgetown),1.68,1
F O C A M Spol. S R.O.,1.68,1
Eldo,1.68,1
Japatique,1.68,2
Remant Africa Logistics Nv,1.68,1
Teco Srl,1.67,1
Turbocam Romania Srl,1.67,1
P3 Paper Plastic Products Llc,1.67,1
M V Radiance Ots,1.6600000000000001,2
Sanco Sp A .,1.66,2
Avalon Logistic Services,1.66,1
Master Of Cape Tees,1.66,3
Skin System Srl,1.65,1
Rocklea Pressed Metal (Pty) ) Ltd. T A R,1.65,1
Baker Hughes Trinidad Ltd.,1.65,2
Yamato Spi Spirit,1.6400000000000001,4
Ornet Intermediates Ltd.,1.64,1
Headway Apparel Vietnam Co. Li,1.64,1
Sloman Neptune Schiffahrts Ag,1.64,1
Bhadohi Carpets,1.64,1
Vi Regulated Waste Management,1.64,2
Alfa Laval Kolding A/S,1.64,2
Western Air Ltd.,1.64,2
A. W. Faber Castell Cosmetics Gmb H,1.64,2
Woodward Clark Price,1.63,1
Shin Eiinternational Inc.,1.62,2
Jj Electric Sa,1.62,4
Many Hands,1.62,1
Haugland Virgin Islands,1.62,1
Carbon Revolution Operations,1.62,3
Houston Voyager,1.62,16
Givaudan International Sa,1.61,1
Blue Ocean International Inc.,1.61,1
Berrybrook Motors,1.6,1
Solocuivre,1.6,1
"Sk Shipping Co., Ltd.",1.6,3
Singapore Voyager,1.6,12
Rail Safety System Bv,1.6,1
Fbivw,1.6,2
Artemis Athene As,1.6,2
Mondiale Freight Services Ltd.,1.6,2
W905 Wl,1.6,2
Hyde Shipping,1.6,6
D&T Nursery,1.59,1
"West Indies Oil Co., Ltd.",1.59,2
K International Transport Co. Inc.,1.59,3
Home Fabrics Ltd.,1.59,1
M V Lng Enterprise V 27 B,1.58,4
Kotug Seabulk Maritime Llc,1.58,6
Fernando Trucking Services Inc.,1.58,2
Airbus Defence And Sp A Ce,1.58,1
M V Cadiz Knutsen V 21,1.58,6
Champioin International Moving,1.58,1
Verno Enterprise Ltd.,1.58,2
Carlos Furniture,1.58,2
Jebsen Shipping P Management Gmb H,1.58,4
Mathewsons Auction,1.58,2
Kohlhage Fasteners Gmb H & Co. Kg,1.57,2
Caribbean Concierge Service,1.57,1
Lorenzo Enterprises Corp.,1.57,1
Dimsm Llc,1.57,1
Mt Asopos,1.5699999999999998,7
Silverstone Auctions Ltd.,1.56,1
Lufran International Corp.,1.56,1
Construction Helicopters Inc.,1.56,1
Isolamin Ab,1.56,2
La Realeza Dominican Tobacco Srl,1.56,2
Kleentoditee Auto Sale,1.56,1
Seabourn Ovation,1.56,15
Helimax Aviation,1.56,1
Lanjas Essentials,1.55,1
Centre Logistique Videlot,1.5499999999999998,2
Nordhydraulic Ab,1.5499999999999998,2
Torm Splendid,1.54,4
Nivek Industries (Pty) ) Ltd.,1.54,1
Liebherr Logistics Gmb H,1.54,2
American Shipping Co.,1.54,1
Silver Euplecta,1.54,4
Spirit Ii,1.54,4
Pel Pintossi Emilio Sp A,1.53,1
"Efj Co., Ltd.",1.53,1
Keizo Internationalco. Ltd.,1.52,2
Reiwa Enterprises Llc,1.52,2
Mt Qogir,1.52,4
Arrowdene Moving And Storage,1.51,1
Parker Hannifin European Sarl,1.51,3
M T Al Agaila,1.5,1
The Bombay Burmah Trading Corp.,1.5,1
Baden House Sp A,1.5,1
"Global Hearts Co., Ltd.",1.5,2
"Benriner Co., Ltd.",1.5,2
Fema Warehouse,1.5,6
Aunde Achter Ebels Gmb H,1.5,1
Ubc Tilbury,1.5,1
Mt Bluefin,1.5,1
Tecno Rimuca Este Sociedad Anonima,1.5,1
California T Shirt Llc,1.5,2
Bahamas Pineworks,1.49,3
Brandoni Sp A,1.49,1
"Ningbo Powermetal Industries Co., Ltd.",1.48,1
Bahri Line,1.48,2
Marvel Heron V. 017 B,1.48,16
Gaslog Hong Kong,1.48,4
Motorwagen Spain S.L,1.48,2
Ferroxcube Polska Sp Zoo,1.47,1
Ryoushin Holdings Inc.,1.46,2
Mitchells Motors,1.46,2
Wethje Carbon Composites Gmb H,1.46,1
Lenovo (Pty) ) Ltd.,1.46,2
Trinity Global Trade Sas,1.46,1
Grand Auto Japanco. Ltd.,1.46,2
1 St Moveinternational Ltd.,1.46,2
Empaques Multiples Srl,1.46,2
Infa Inc.,1.46,2
Galeon Sp.Z.O.O. Sp.K.,1.46,2
Moran Shipping Agencies Inc.,1.46,8
Alpinestars Sp A,1.45,1
Fsp One S.R.O.,1.45,1
Freudenberg Vliesstoffe Se & Co. Kg,1.45,10
Lp Art,1.45,1
Icon Logistics Services Llc,1.45,1
Westrock Graphics Inc.,1.45,1
John Brown 4 X4,1.45,1
Chippenhook Corporation,1.45,1
Seaspan Emissary,1.45,1
Ecolab Ltd.,1.4400000000000002,4
"Nikkai Tsusho Co., Ltd.",1.44,2
Simpson's Shipping Enterprise.,1.44,1
Algoma Ship Tech Ltd.,1.44,2
Othoei Enterprise,1.44,2
Shimizu International Trading Co.,1.44,2
Usdot Faa Radar Site,1.44,1
Emile Egger & Cie Sa,1.44,2
Hellespont Ship Management Gmb H & Co Kg,1.44,2
"Sayuriinternational Co., Ltd.",1.44,2
"Eagle Ship Management Pte., Ltd.",1.44,2
"Hafil Trading Co., Ltd.",1.44,1
Nyk Lng Shipmanagement (Uk) Ltd.,1.44,2
"Terasaki Electric Co., Ltd.",1.44,1
Hai Jiao 1605 Ltd.,1.44,4
"Nyk Shipmngmt Pte., Ltd.",1.44,2
"I.F.J Co., Ltd.",1.44,2
Waico Srl .,1.43,1
Bernhard Schulte Shipmgmt Hong Kong,1.42,2
Nikko International Trading Co.,1.42,2
Hepatica Shipping Ltd.,1.42,2
"Bernhard Schulte Shipmanagement(India) Pvt., Ltd.",1.42,2
La Cara Mariko,1.42,2
Sanco Spirit,1.42,6
Shun Huating Lndustrial Shenzhen Co.,1.42,1
Vi.Da. Srl S.,1.42,2
"Nawab Trading Co., Ltd.",1.42,2
Silversea Cruises Ltd.,1.42,7
"Unojikou Co., Ltd.",1.42,2
Polytech A/S,1.42,1
Simp,1.4100000000000001,2
Federal Mogul Italy Srl Division Racing & Motorcycle,1.41,1
Vs Prospera,1.4,8
"Cabinda Gulf Oil Co., Ltd.",1.4,1
Rif Bv For Depth Logistics,1.4,2
The Car Warehouse,1.4,2
Industrie,1.4,1
Reederei Nord,1.4,24
Mr. Signs Srl .,1.4,2
Precision Cargo Services Ltd.,1.4,2
D And J Shipping Inc.,1.4,1
M V Star Lygra,1.4,1
Ha Auto Imp. Llc,1.4,1
Maison Peguet,1.4,2
Maersk Project Logistics,1.4,2
Silver Etrema,1.4,18
Simply Clean Auto,1.4,1
Damast Srl,1.39,1
Avb Ahrenkiel Vogemann Bolten Gmb H,1.39,3
Goodwin Refractory Services Ltd.,1.38,2
Robnor Resins Ltd.,1.38,1
Ocean Infinity Inc.,1.38,2
Oyama Enterprise,1.38,2
Vesuvius Mexico Sa De Cv,1.38,2
Levy Classic Cars,1.38,1
Lindt Et Sprungli,1.38,1
Tidewater Mexico,1.38,2
Optra Shipping Ltd.,1.38,4
V Ship Usa Llc (Boston),1.38,2
Kostal Eletromecanica Ltda,1.37,2
P.H.E. Gaskets Sp A,1.37,1
City Services Ltd.,1.3699999999999999,2
Gda Group Llc.,1.36,1
Vietnam Weilan Optical Ltd.,1.36,1
"Kyoritsu Industry Co., Ltd.",1.36,2
Yongkang Sanqianke Industries&Trade,1.36,1
Xiamen Coco Baby Childrens Products,1.36,1
Bahamas Rental,1.36,1
Front Line Systems,1.36,2
"Kazuya Suzuki (K's Factory Co., Ltd.)",1.36,1
Inter Abrasiv San Ve Tic A.S. Atatu,1.35,1
Halliburton Trinidad Ltd.,1.35,1
"Zhuji Itop Hardware Tools Co., Ltd.",1.35,1
Tahoe Spirit,1.35,7
Overseas Express Consolidators,1.34,2
Zim Integrated Shipping,1.34,4
Gac North America Logistics 162,1.34,4
1 St Impression,1.34,2
Ziegler Gmb H,1.34,1
V. Ships Greece Ltd.,1.34,2
Eastern Pacific,1.34,2
Atsushi Kakizaki,1.34,2
"Bw Lpg Holding Pte., Ltd.",1.34,2
Polembros Shipping Ltd.,1.34,2
"Furukawa Kyusou Co., Ltd.",1.34,2
Ascent Castings Technologies,1.34,2
"K. Marine Ship Managemetn Pvt., Ltd.",1.34,2
Sk Solutions,1.34,1
Fast Metallurgy Gmb H,1.34,1
Kotaki Corp.,1.34,2
Wild Enterprise,1.33,1
Fives Stein,1.33,2
Basf Chemcat (Thailand) Ltd.,1.33,1
Tui Cruises Gmb H,1.32,1
Lifeline Fire & Safety Systems Ltd.,1.32,1
Dexam International,1.32,2
Margaritaville At Sea Paradisemar,1.32,3
Volaplast,1.32,1
"Jabil Vietnam Co., Ltd.",1.32,1
Monte Pascoal,1.32,2
Odfjell Fleet Bergen,1.32,2
M V Diamond Gas Metropolis V. 003 B,1.31,7
Coleman American Moving Services In,1.31,1
Artisan Motor Co.,1.3,2
Goodwood Ship Management,1.3,3
Emarat Maritime,1.3,10
High Peak Autos Ltd.,1.3,1
Syspal Ltd.,1.3,2
Grands Vins De France,1.3,6
Earth Top International Ltd.,1.3,1
Amore Motors Ltd.,1.3,1
Jhp Dominican Timber Srl,1.3,5
Andritz Seals Sas,1.3,2
Paulclugston,1.3,1
"Vulica Shipping Co., Ltd.",1.3,2
X Ris Xray Imagins Solutions,1.3,1
"Lindal Valve Co., Ltd.",1.2999999999999998,3
Ami Industries Inc.,1.29,1
Maxwell And Spark B.V,1.29,1
Thomas Broadbent & Sons Ltd.,1.28,1
New Horizon Ferry Service Ltd.,1.28,4
Meditec A S,1.28,1
Wilhelmsen Vessel Accounting,1.28,2
Concentric Pumps Pune,1.28,2
Windstar Cruises,1.28,8
Ipsis Grafica E Editora S A,1.28,1
Royalton Antigua Resort And Sp A,1.27,1
"Hj Valve Co., Ltd.",1.27,1
Tdk Hungary Components,1.27,1
Sechsundsechzigste Schiffahrt Kg C,1.26,2
Viet Thanh Mechanical Production Co.,1.26,1
Oman Ship Management Co. S.A.O.C,1.26,2
Oman Shipmanagement Co. Saoc,1.26,2
Mantagas Denizcilik Ve Ticaret,1.26,2
V. Ships (Glasgow) Ltd.,1.26,2
"V. Ships Asia Group Pte., Ltd.",1.26,2
Scorpio Ship Management Sam,1.26,2
Cosco Shipping Energy Transportatio,1.26,2
As Camellia Schiffahrtsg Mbh&Co.Kg,1.26,2
Poaradise Navigation S.A.,1.26,2
Svalson Assembly Lulea Ab,1.26,3
Interunity Management (Deutschland),1.26,2
Javi Home (P) Ltd.,1.26,1
Cma Ships Warehousing,1.26,10
Pc Suzohapp Poland Sp. Z O.O,1.26,2
Ernh. Schulte Shipmt Deutschland,1.26,2
Intl Seaways Inc.,1.26,2
"V.Ships Asia Group Pte., Ltd.",1.26,2
Donnelly Tanker Management Ltd.,1.26,2
Reederei Nord B.V. De Entree 53,1.26,2
The National Chemical Carries Com.,1.26,2
Epson Mexico S.A De C.V,1.26,3
"Yellow Star Shipping Pte., Ltd.",1.26,2
Mideast Ship Management Ltd.,1.26,2
Wallem Shipmanagement Ltd.,1.26,2
National Chemical Carriers Ltd.,1.26,2
Leonhardt & Blumberg,1.26,2
Dominican Golden Leave Srl,1.26,2
Master And Owners,1.26,2
V.Ships,1.26,2
Master And Owners Mv Gisela Olden Oldendorff,1.26,2
Golden Union Maritime Operations,1.26,2
Keep It Reet (Pty) ) Ltd.,1.25,1
Summit Cargo Logistic Scl S.A.S,1.25,1
N I C Trading Llc,1.24,1
Wilhelmsen Port Services Inc.,1.24,3
Mujaded Textiles,1.24,1
Vestas A S,1.24,2
Survitec,1.24,2
V. Ships (Greece) Ltd.,1.24,4
Silver Moon,1.24,4
"Kusumgar Corporate Pvt., Ltd.",1.23,1
Weatherford Trinidad Ltd.,1.22,2
Rambal Ltd.,1.22,2
Oceanus Maritime Servicess,1.22,24
M V Celsius Charlotte V. 07,1.21,4
Fcf Fontanafredda Cold Forging S.R.,1.21,1
Intercos Europe Sp A,1.2000000000000002,2
"Meridian Construction Co., Ltd.",1.2000000000000002,3
Ap S. A.,1.2,1
Ben Boden Services Ltd.,1.2,2
New Advance,1.2,2
Nidec Instruments (Malaysia) Sdn.,1.2,1
Corporacion De Desarrollo Agricola Del Monte S.A.,1.2,2
Montauk Tanker Corp.,1.2,2
Omas Srl,1.2,2
"Stamco Ship Management Co., Ltd.",1.2,2
M V Avance Capella V. 02,1.2,2
Emca Universal Fmcg Sl,1.2,1
Retro 2 Resto S Gb Ltd.,1.2,2
Provenza Co.,1.2,2
Mv Valturchese,1.2,2
Baumueller Reparaturwerk,1.2,1
Junior Truck Center,1.2,1
Caramedics Vehicle Repairs,1.2,2
Modra Srem,1.2,1
Vellinge Bilbolag Ab,1.19,1
Cemm Mex Sa De Cv,1.19,1
Mt Amberjack Lng,1.19,7
"Sk Bnt Pte., Ltd.",1.1800000000000002,2
Enterprises Shipping And Trading Sa,1.18,10
Milli Enterprise,1.18,1
Sepremes Affordable Catering,1.18,1
Pvt. Individuals France,1.18,1
Urban Descartes,1.18,1
Productos Y Soluciones De Ingenieri,1.17,1
Fagrovet Farmaceutica Agro Srl,1.17,3
Impexport Surl,1.1600000000000001,2
M T Nord Superior,1.16,1
M T Nord Supreme,1.16,3
Swedish Lorry Parts Ab,1.16,1
Signal Dominicana S.A.,1.16,5
Paint Depot,1.16,2
Star Java,1.16,1
Bizlink (Bvi) Corp.,1.15,2
Gh Electrotermia S.A.,1.15,1
Enerdry Aps,1.15,1
T Chatani & Co.,1.15,1
Armor Plast Ltd.,1.1400000000000001,2
Grand Bahama Shipyard Ltd.,1.1400000000000001,6
Almar Inverproyect Srl,1.1400000000000001,6
As Carolina Schiffahrtsg.Mbh&Co.Kg,1.14,2
Caillau Sas,1.14,1
Cotton Knit S.A.C.,1.14,1
"Wtl Corp. Co., Ltd.",1.14,1
National Sea Resue Institute,1.14,1
"Shinko Denshi Co., Ltd.",1.14,2
Marinetrans,1.14,2
Alcan Timber Inc.,1.14,2
Wk4 Fgt,1.14,1
Asm Maritime Ltd. Stawinskylan,1.14,2
Cacique International,1.13,1
Tom&S Jet Ski Rentals,1.13,1
M V Avenir Achievement,1.13,3
Sure Trucking,1.13,1
Pinetree Stables Ltd.,1.13,1
Best Class Trading Recycling,1.13,1
North Riding Point Club,1.13,1
Seapeak Maritime Ltd.,1.12,8
Cool Classic Club,1.12,2
S. Veldkamp,1.12,2
Machimpex Ningbo Limited,1.12,1
As Svenja Schiffartsgesellschaft,1.12,1
Sky Overseas,1.12,1
2 Cv Garage Bv,1.12,2
Ledesma Pea Distributor Srl,1.12,2
Rs Clare,1.12,1
Charleston Restoratie,1.12,2
"Thai Fine Sinter Co., Ltd.",1.11,1
Deartis Lda,1.11,1
Nutra Organics (Pty) ) Ltd.,1.1,1
Ntk Europe Sp A,1.1,1
Honor Winter Sea Ltd.,1.1,1
Industrias De Fibras Dominicanas,1.1,4
"Taiyo Electric Co., Ltd.",1.1,2
"Korea Marine Engineering Co., Ltd.",1.1,1
Mversal Packing Srl,1.1,4
Master Of Cape Sable,1.1,2
Blossom Japan,1.1,2
"Jinan Forsun Cnc Machinery Co., Ltd.",1.1,1
"Mms Ship Management India Pvt., Ltd.",1.1,5
Barnidom Srl,1.1,4
Sabiana Sp A,1.1,2
Vvmv Jsc,1.09,1
Rolos Dominicanos S.A,1.09,5
Scandiloc A S,1.08,1
Gardet Champagne,1.08,2
Asp Ships Management,1.08,2
Msc Bahamas Ltd.,1.08,7
"Shanghai Forest Packing Co., Ltd.",1.08,1
Mtu Maintenance Hannover Gmb H,1.08,2
"Cwl Multinational Pte., Ltd.",1.08,2
Fori Korea Ltd.,1.07,1
Rk Industries Iv (Branch Code 2),1.07,1
Crusher Consumables Ltd.,1.06,2
M V Matson Maui,1.06,1
"Jet 8 Co., Ltd.",1.06,2
Labara S.R.O.,1.06,1
Shriram Foundry Ltd.,1.06,1
Lgg Tools,1.06,1
Croisieres Antilles Sxm,1.06,2
Zschimmer & Schwarz Gmb H & Co Kg.,1.06,1
Hillebrand Gori France Sas,1.05,1
"Rilong Technology (Shenzhen) Co., Ltd.",1.05,1
Archroma Mexico,1.05,1
"Apex Controls Co., Ltd.",1.05,1
"Olympic Country Co., Ltd.",1.05,1
Tronox France Sas,1.05,1
Freeport Container Port Ltd.,1.04,2
Frabel Sa De Cv,1.04,1
Gaschem Orca,1.04,3
Seletar Spirit,1.04,8
Columbia Shipmgmt,1.04,4
Mineo Diego,1.04,2
Master Msc Pina,1.04,2
Franz Fischler Gmb H & Co. Kg,1.03,1
Manpower Scrap Metal,1.03,1
M V Star Hansa,1.03,1
Destination Jiu Jitsu,1.03,1
An Brothers International,1.03,1
Clean Cajun,1.03,4
Phoenix Bulk Carriers,1.02,2
Energy Endeavour,1.02,7
Nabors Drilling International,1.02,1
Fernando Trucking Services,1.02,6
Webber Italia Srl,1.02,2
Apply Carbon,1.02,1
Barber Ship Management Germany Gmb H,1.02,2
"Gs Ship Management Pvt., Ltd.",1.02,2
Energy Integrity,1.02,6
Mt Oslo Bulk 6,1.02,4
Plaza Central Cinemas Srl .,1.02,2
Mt Eagle San Antonio,1.02,12
Fabie Sas,1.02,1
Valles Steamship (Canada) Inc.,1.01,4
"January International Trade Co., Ltd.",1.01,1
Jst Indonesia,1.01,1
"Schneider Electric India Pvt., Ltd.",1.01,1
M V Adam Lng V079 B,1.01,2
Anglo Eastern Shipmanagement Pte,1.0,4
Mt Roseshipping Management Bv,1.0,4
"Texray (Vn) Co., Ltd.",1.0,1
Guangxi Longsheng Huamei Talc,1.0,1
Bob Lynch Moving And Storage I,1.0,2
Master Amber Bay,1.0,2
Viros Pack Export S.L.,1.0,2
Comet,1.0,10
Arte Gelato Srl,1.0,2
M F Productions,1.0,1
Seatrade Groningen,1.0,1
F & J Exp. Ltd.,1.0,1
Del Zotto Products Ltd.,1.0,1
Mt Irini,1.0,1
Perennials Textiles De Mexico S De,1.0,1
Unit International,1.0,2
Mt Lngships Empress,0.99,3
"Saru Silver Alloy Pvt., Ltd.",0.98,1
Norbulk Shippig Uk Ltd.,0.98,4
Anglo Eastern (Germany) Gmb H,0.98,6
Forte Ind. E Com. De Artefatos Plas,0.98,1
La Aurora C Por A,0.98,1
M V Diamond Gas Crystal,0.98,5
Mv Horizon,0.98,1
Pulltex Sl,0.98,1
Deep Helder,0.9700000000000001,13
Stl Nanhu,0.97,5
Rovelli Antonio Sp A,0.97,1
Boehlerit Sa De Cv,0.97,1
Hebei Guangde Precision Casting,0.97,1
"Fynex Longfly Garment Co., Ltd.",0.97,1
Al Tard Al Dhahabi Al Duwali,0.96,1
Hon Kwang Electric (Philippines) I,0.96,1
Del Llano Alto Oleico Sas,0.96,1
Tamar Ship Management Ltd.,0.96,5
Reliance International Corp.,0.96,1
Inter Logistics Textile Supplies,0.95,1
"Hangzhou Flying Eagle Boat Co., Ltd.",0.95,1
"Draeger Korea Co., Ltd.",0.95,1
Dicker Data Ltd.,0.95,1
Mediterranean Shipping Co. Espana B,0.94,2
Siro Xavi Sl,0.94,2
Toyota Tsusho Nexty Electronics,0.94,1
Airbus Aerostructures Gmb H,0.94,1
Pennel Et Flipo Sprl,0.94,1
Osl Group Ltd.,0.94,2
Cortes Hermanos And Compania C. Por A.,0.94,4
Eco City Of Angels,0.93,2
Navigator Eclipse,0.93,4
M V Hellas Diana V23 B,0.93,2
Jiangsu Tongshun Power Technology C,0.93,1
Mv Bbc Kherson,0.93,1
Water Sewerage Corp.,0.93,1
Cosco Vietnam,0.92,3
Ever Green Carpets,0.92,1
Kasthall Mattor & Golv Ab,0.92,2
Gran Couva,0.92,2
Quanta Computer Inc.,0.92,1
Duelco A/S,0.92,1
S Reddish,0.92,2
Leonards Shipping,0.92,2
Wiwynn Corp. Tainan Branch,0.91,1
Dokumental Gmb H & Co. Kg,0.91,1
Master Chemtrans Adriatic,0.91,2
Laboratoires Expanscience,0.91,4
Danpumps A S,0.91,1
M T As Camellia,0.91,1
M V Dawn V 112,0.91,2
Bell Island Gordan Overing,0.91,1
Bahamas Rental Services,0.91,1
Fugro Trinidad,0.9,2
M V Green Warrior V. 104 Tc,0.9,2
Angels Spirit,0.9,1
M V Iberica Knutsen V. 00322,0.9,1
Car Exporters Uk Ltd.,0.9,2
M V,0.9,6
Independent Boat Yard,0.9,2
Ecu Line Australia,0.9,1
Meritor Hvs Ab,0.8999999999999999,2
Hellas Confidence Shipmanagement Sa,0.8999999999999999,2
M V Lng Rosenrot V. 23 B,0.89,4
"Asmpt Smt Singapore Pte., Ltd.",0.89,1
Duncha France Sas,0.89,1
Benzi & Di Terlizzi Srl,0.89,1
Golden Helm Shipping Co. S.A.,0.88,2
Juan Arrendell Peguero,0.88,4
Ab Maritime Inc.,0.88,2
Northern Marine Management,0.88,2
Equinox Maritime Ltd.,0.88,2
Kassian Maritime,0.88,2
Ecocarriers Maritime Ltd.,0.88,2
"First Marine Service Co., Ltd.",0.88,2
Badeloft Gmb H,0.88,1
"Synergy Navis Marine Pvt., Ltd.",0.88,2
"Chronos Shipping Co., Ltd.",0.88,2
Load Line Marine S.A.,0.88,2
Osm Thome,0.88,2
Borealis Denizcilik A.S.,0.88,2
Bernh. Schulte Shipmanagement Deuts,0.88,2
"Belships Mgmt (S) Pte., Ltd.",0.88,2
"Thome Shipping Pte., Ltd.",0.88,2
"Tokyo Corp. Co., Ltd. Fukuoka",0.88,2
Tradelinens Ltd.,0.88,1
Tri Bulk Shipping Ltd.,0.88,2
M T Gh Madison,0.88,5
"Masumoto Shipping Co., Ltd.",0.88,2
Pos Sm,0.88,2
Prent Americas Cr Srl,0.88,1
Master Of Aragonborg,0.88,2
Dalex Shipping Co Sa,0.88,2
Albro Navigation Co.,0.88,2
Aquaspersions Ltd.,0.88,2
"New Marion Pte., Ltd.",0.88,2
M V Sterling Freia Sterling Freia L,0.88,2
"Tamir Ship Management Pte., Ltd.",0.88,2
Densay Ship Management,0.88,2
"Genco Synergy Pvt., Ltd.",0.88,2
"Nsk Ship Management Pvt., Ltd.",0.88,2
Kyla Shipping & Trading Corp.,0.88,2
Cetus Maritime (Shanghai) Ltd.,0.88,2
Conbulk Shipmnt Corp.,0.88,2
Master Of Warnowborg,0.88,2
Saint Michael Shipping,0.88,2
Four Seasons Resort,0.88,2
Hoegh Techinical Managment As,0.88,1
Carboflotta Sp A,0.8700000000000001,3
Bieri Hydraulik Ag,0.87,1
"Eight Tool Co., Ltd.",0.87,1
Fook Wah Kun Kee Knitting Fty. Ltd.,0.87,1
Mt Vivit Americas Lng,0.8600000000000001,5
Caribbean Trading,0.86,2
Future Electronics Inc. (Dist.) Pte,0.86,1
Schiffahrtskontor Tom Woerden Gmb H,0.86,8
Cma Cgm Symi,0.8500000000000001,2
Mv Nh Siri,0.85,1
Master Of Trancura,0.85,3
Master Hellas Voyager,0.85,1
Abt Products Ltd.,0.85,1
Securon (Amersham) Ltd.,0.85,1
Msc Mediterranean Shipping Co.,0.8400000000000001,3
M V Marvel Pelican,0.8400000000000001,6
Bikes4 You Srl,0.8400000000000001,4
Sydney Spirit,0.84,14
Kraff S.L.,0.84,1
Octopus Ship Management B.V.,0.84,2
Analog Devices Phils Inc.,0.84,1
Brenntag Schweizerhall Ag,0.84,2
Datwyler Pharma Packaging,0.84,1
Unic International Uk,0.84,2
Hans Foelsgaard A S,0.84,4
Oceanus Aurora,0.8300000000000001,3
Gyma 84,0.8300000000000001,3
Stant Manufactury De Mexico S.A De,0.8300000000000001,3
Imt Armaturen Srl,0.83,2
Seaboard Galaxy,0.83,5
Chame Ltd. 7 A Park House,0.83,1
Master Of One Triton,0.83,1
Msc Korea Ltd.,0.83,4
Torin Sifan Ltd.,0.83,1
Layana Co.,0.83,1
Entech Electronics,0.83,1
Eco Joshua Park,0.83,2
M V Sky V 160056,0.8200000000000001,2
"Alphacraft Pvt., Ltd.",0.82,1
"Cpro Vietnam Co., Ltd.",0.82,1
Mv Mol Celebration V. 096 W,0.82,2
Tripple Tees Cuas,0.82,2
Ebs Sweden Ab,0.82,2
