Source,Target,Relationship_Type,Shipments,Tons
Equinor Asa,Chevron,Shipper→NotifyParty,8,556122.3200000001
Aramco Americas,ExxonMobil,Consignee→NotifyParty,9,556054.2
Mineral Resource Technolgy,Cemex,Consignee→NotifyParty,47,552200.43
Tajo Chirripo Sa,Dunham Price Group Llc,Shipper→Consignee,13,550705.0
Tengizchevroil,Delaware City Refining,Shipper→NotifyParty,14,550556.2
Hyundai Motor America,"HYUNDAI MOTOR AMERICA
10550 TALBERT AVE, PO BOX 20850, FOUNTAIN VALLEYCA 92728, TEUS",Consignee→NotifyParty,1036,548009.35
PMI Trading,"HUNT CRUDE OIL SUPPLY CO LLC
2200 JACK WARNER PKWY STE 400, TUSCALOOSA, AL 35401",Shipper→NotifyParty,16,546797.74
Hunt Crude Oil Supply Co.,"HUNT CRUDE OIL SUPPLY CO LLC
2200 JACK WARNER PKWY STE 400, TUSCALOOSA, AL 35401",Consignee→NotifyParty,16,546797.74
Hartree Partners Lp,"HARTREE PARTNERS LP
1185 AVENUE OF THE AMERICAS, NEW YORK, NY 10036",Consignee→NotifyParty,16,544901.48
Ocp Nutricrops S.A.,O Zf North America Inc.,Shipper→Consignee,22,544280.0
General Motors Corp.,"GMNA FINANCE-TAX STAFF
P.O. BOX 300, 300 RENAISSANCE CENTER, DETROITMI 48265, TE313-665-2619",Consignee→NotifyParty,938,540603.2
Ergon Oil Purchasing Inc.,"ERGON OIL PURCHASING INC
2829 LAKELAND DRIVE SUITE 2000, POST OFFICE BOX 1308, JACKSON, MS 39215",Shipper→NotifyParty,8,538864.24
Ergon Oil Purchasing Inc.,"ERGON OIL PURCHASING INC
2829 LAKELAND DRIVE SUITE 2000, POST OFFICE BOX 1308, JACKSON, MS 39215",Consignee→NotifyParty,8,538864.24
PMI Trading,Freepoint Commodities,Shipper→Consignee,28,538573.69
Posco,Posco America,Shipper→Consignee,1356,535716.4
Medcem Global,Cemex,Shipper→NotifyParty,28,534714.73
Citrosuco N.A. Inc.,"CITROSUCO NA INC
5937 HIGHWAY 60 EAST, LAKE WALES, FL, 33853, USA",Consignee→NotifyParty,58,532268.05
On Site Concrete Solutions,"ON SITE CONCRETE SOLUTIONS LLC
880 LAWRENCE ROAD, SUITE 188 KEMAH, HOUSTONTX 77565, TEUS",Consignee→NotifyParty,22,531587.54
Cemtech Global Muhendislik As,"ON SITE CONCRETE SOLUTIONS LLC
880 LAWRENCE ROAD, SUITE 188 KEMAH, HOUSTONTX 77565, TEUS",Shipper→NotifyParty,22,531587.54
Ecopetrol,Citgo,Shipper→Consignee,7,526501.75
Ecopetrol,PBF Energy,Shipper→Consignee,15,525702.69
Metsa Board,Metsae Board Americas Corp.,Shipper→Consignee,122,525455.67
Citrosuco Sa Agroindustria,Citrosuco N.A. Inc.,Shipper→Consignee,54,524896.21
Medcem Global,Texan Cement,Shipper→Consignee,13,524855.15
Monroe Energy,Aramco Americas,Shipper→Consignee,7,524244.0
PDVSA,Repsol Trading Sa,Shipper→Consignee,6,522580.19
PMI Trading,Gunvor Usa,Shipper→Consignee,18,520673.24
Abu Dhabi Co. For Onshore,Chevron,Shipper→NotifyParty,12,519824.0
Totsa Totalenergies Trading Sa,Citgo,Shipper→Consignee,19,519316.56
Nuh Cimento Sanayi A.S.,Sesco Cement Corp.,Shipper→Consignee,12,517618.0
Saint Gobain Placo Iberica Sa,Trans American Chb Inc.,Shipper→Consignee,11,515519.0
Petrobras,Marathon Petroleum,Shipper→Consignee,8,515457.62
Marathon Petroluem,Marathon Petroleum,Consignee→NotifyParty,7,514869.76
"Sk Energy Co., Ltd.",Idemitsu Apollo,Shipper→Consignee,13,513938.1
Hyundai Mobis,"HYUNDAI MOTOR AMERICA
10550 TALBERT AVE, PO BOX 20850, FOUNTAIN VALLEYCA 92728, TEUS",Shipper→NotifyParty,969,513089.19
Dins Pipeline International Ltd.,Pacifica Piling Ltd. Partnership,Shipper→Consignee,80,512905.24
Petrochina International America,Marathon Petroleum,Shipper→Consignee,9,512205.04
Titan Cement Company S.A.,Roanoke Cement Co. Llc,Shipper→Consignee,13,508112.0
Shell International Trading Middle,Naturgy Aprovisionamientos Sa,Shipper→Consignee,22,507233.94
Iig Capital,"BAERE LOGISTICS LLC
350 5TH AVENUE, SUITE 6430, NEW YORK, NEW YORK 10118",Consignee→NotifyParty,16,506026.0
Riverside Construction Materials,"RIVERSIDE CONSTRUCTION MATERIALS
355 NEWBOLD ROAD, FAIRLESS HILLS PA19030 US",Consignee→NotifyParty,11,499910.0
Shell,Shell,Consignee→NotifyParty,12,498365.14
Gs Caltex Corporation,"BAERE LOGISTICS LLC
363 7TH AVENUE FL 22, NEW YORK, NEW YORK 10001",Shipper→NotifyParty,14,498314.0
Iig Capital,"BAERE LOGISTICS LLC
363 7TH AVENUE FL 22, NEW YORK, NEW YORK 10001",Consignee→NotifyParty,14,498314.0
Tengizchevroil,PBF Energy,Shipper→Consignee,12,498232.0
Suncor Energy,Marathon Petroleum,Shipper→Consignee,23,497295.97000000003
Qatar Shell Gtl Ltd.,Pennzoil Quaker State Co. Dba Sopus Products,Shipper→Consignee,47,494339.06
Pan American Energy Llc,BP,Shipper→Consignee,4,493371.35
"Nippon Steel Trading Co., Ltd.",Heidelberg Materials Us Cement Llc,Shipper→Consignee,11,492175.0
Cenovus Energy,Chevron,Shipper→NotifyParty,7,491442.74
S-Oil,Idemitsu Apollo,Shipper→NotifyParty,12,490854.9
Eurochem North America Corp.,"EUROCHEM NORTH AMERICA CORP.
2502 N ROCKY POINT DR, SUITE 510, TAMPA FL 33607 US",Consignee→NotifyParty,20,489995.2
Mercedes Benz,Mercedes Benz Usa Llc,Shipper→Consignee,656,486716.33
Rizhao Jinghua New Type Building,Cemex,Shipper→NotifyParty,42,486700.43
"Gmb Korea Industries Co., Ltd.",General Motors Corp.,Shipper→Consignee,815,486492.84
Irving Oil,Irving Oil,Shipper→NotifyParty,66,486444.04
Irving Oil,Irving Oil,Consignee→NotifyParty,66,486444.04
Sudati,Sherwood Lumber Corp.,Shipper→Consignee,41,484232.83
"Gmb Korea Industries Co., Ltd.","GMNA FINANCE-TAX STAFF
P.O. BOX 300, 300 RENAISSANCE CENTER, DETROITMI 48265, TE313-665-2619",Shipper→NotifyParty,1171,482186.2
Pacifica Piling Ltd. Partnership,"PACIFICA PILING LIMITED PARTNERSHIP
PO BOX 21119, MAPLE RIDGE RPO,, MAPLE RIDGE, BC V2X 1P7, TEL.: 778-955-7473",Consignee→NotifyParty,7,481714.74
Dins Pipeline International Ltd.,"PACIFICA PILING LIMITED PARTNERSHIP
PO BOX 21119, MAPLE RIDGE RPO,, MAPLE RIDGE, BC V2X 1P7, TEL.: 778-955-7473",Shipper→NotifyParty,7,481714.74
Pmi Commercio International S.A. De,Chevron,Shipper→Consignee,7,479887.23
Cemtech Global Muhendislik As,"ON-SITE CONCRETE SOLUTIONS, LLC
2106 LAWRENCE RD, TAX ID: 85-4333681, KEMAHTX 77565, TE+1 979 200 6000",Shipper→NotifyParty,20,479778.38
On Site Concrete Solutions,"ON-SITE CONCRETE SOLUTIONS, LLC
2106 LAWRENCE RD, TAX ID: 85-4333681, KEMAHTX 77565, TE+1 979 200 6000",Consignee→NotifyParty,20,479778.38
"Emprada Mines And Minerals Pvt., Ltd.","EMPRADA MINES AND MINERALS LLC
128 SHADY SPRING TRAIL, GEORGETOWN, TX 78628",Shipper→NotifyParty,38,479100.0
Sherwood Lumber Corp.,"SHERWOOD LUMBER CORP
225 BROADHOLLOW ROAD SUITE 310W, MELVILLE  NY  11747, PH: 631 232 9191",Consignee→NotifyParty,24,479069.97
Sudati,"SHERWOOD LUMBER CORP
225 BROADHOLLOW ROAD SUITE 310W, MELVILLE  NY  11747, PH: 631 232 9191",Shipper→NotifyParty,24,479069.97
Inpex Energy Trading Ltd.,Chevron,Consignee→NotifyParty,20,477920.0
Rizhao Jinghua New Type Building,Mineral Resource Technolgy,Shipper→Consignee,41,476700.43
"Sk Energy Co., Ltd. For And On",Idemitsu Apollo,Shipper→Consignee,12,475492.66
Galaxy Oil Fz Llc,Ubs Switzerland Ag,Shipper→Consignee,16,474222.86
Compania De Hidrocarburo,Chevron,Shipper→Consignee,7,472447.24
Compania De Hidrocarburo,Chevron,Shipper→NotifyParty,7,472447.24
"Sk Enmove Co., Ltd.","SK ENMOVE AMERICAS INC.
11700 KATY FREEWAY, SUITE 1200, HOUSTON TX77079 US",Shipper→NotifyParty,96,471810.0
Sk Enmove Americas Inc.,"SK ENMOVE AMERICAS INC.
11700 KATY FREEWAY, SUITE 1200, HOUSTON TX77079 US",Consignee→NotifyParty,96,471810.0
Totalenergies Ep Nigeria Ltd.,Monroe Energy,Shipper→NotifyParty,6,471133.04
Shell Brasil Petroleo Ltda,Marathon Petroleum,Shipper→NotifyParty,9,469940.74
Shell Brasil Petroleo Ltda,Marathon Petroleum,Shipper→Consignee,9,466681.74
PAR Hawaii Refining,PAR Hawaii Refining,Shipper→Consignee,14,466529.53
PAR Hawaii Refining,PAR Hawaii Refining,Shipper→NotifyParty,14,466529.53
ExxonMobil,Valero,Shipper→NotifyParty,7,464830.0
Titan Cement Company S.A.,Titan Florida Llc,Shipper→Consignee,12,464721.79
Novum Energy Trading Corp.,"NOVUM ENERGY TRADING INC
3200 KIRBY DRIVE SUITE 1000, HOUSTON, TX 77098",Shipper→NotifyParty,14,464616.28
Statoil Brasil Oleo E Gas Ltda,Chevron,Shipper→NotifyParty,6,464025.0
BP,BP,Shipper→NotifyParty,17,463807.04
Al Ezz Dekheila Steel Co.,Puerto Rico Steel Products Corp.,Shipper→Consignee,2,459340.0
ArcelorMittal,ArcelorMittal,Shipper→NotifyParty,78,458330.13
Compania Minera,"EASTERN SALT COMPANY
134 MIDDLE STREET, SUITE 210, LOWELL, MA 01852 - U.S.A., CONTACT: MS. SHELAGH MAHONEY",Shipper→NotifyParty,8,456858.06
Eastern Salt Co. Inc.,"EASTERN SALT COMPANY
134 MIDDLE STREET, SUITE 210, LOWELL, MA 01852 - U.S.A., CONTACT: MS. SHELAGH MAHONEY",Consignee→NotifyParty,8,456858.06
PMI Trading,Delaware City Refining,Shipper→NotifyParty,14,455255.48
Petrobras,Marathon Petroleum,Shipper→NotifyParty,8,455151.62
Reliance Industries,Reliance International Ltd.,Shipper→Consignee,19,451771.9
ExxonMobil,Delaware City Refining,Shipper→NotifyParty,12,450556.94
Vissai Ninh Binh Jsc,Cemex,Shipper→Consignee,36,450399.0
Vissai Ninh Binh Jsc,Cemex,Shipper→NotifyParty,36,450399.0
Shell International Trading Middle,"NATURGY APROVISIONAMIENTOS SA
1225 AVENIDA PONCE DE LEON STE 705, SAN JUAN PR 00907",Shipper→NotifyParty,20,449384.94
Naturgy Aprovisionamientos Sa,"NATURGY APROVISIONAMIENTOS SA
1225 AVENIDA PONCE DE LEON STE 705, SAN JUAN PR 00907",Consignee→NotifyParty,20,449384.94
Volvo Car Corp.,Volvo Car Usa Llc,Shipper→Consignee,690,449251.04
Yara Porsgrunn,"YARA NORTH AMERICA INC.
100 NORTH TAMPA STREET,  SUITE 3200, TAMPA, FL 33602, LEIGH RAYNER / 813-222-3803",Shipper→NotifyParty,156,448290.36
Idemitsu Apollo,"IES DOWNSTREAM LLC
91 480 MALAKOLE ST KAPOLEI HI 96707",Consignee→NotifyParty,15,447662.37
Hollingshead Cement Llc,"TERMINAL SHIPPING COMPANY, INC
300 BULL STREET, SUITE 201, SAVANNAH, GA 31401, GARY NALL  912-964-5200",Consignee→NotifyParty,12,442782.0
Agroindustrias Del Balsas Sa De Cv,Ngb Express Lines S.A.P.I De C.V.,Shipper→Consignee,14,439822.08
PMI Trading,"PMI NORTHAMERICA SA DE CV
777 NORTH ELDRIDGE PARKWAY, SUITE 800, HOUSTON TX USA 77079",Shipper→NotifyParty,6,439706.0
Jaguar Land Rover Ltd.,Jaguar Land Rover North America,Shipper→Consignee,959,438210.06
PDVSA,PBF Energy,Shipper→NotifyParty,9,437373.36
Eco Fertilizers Inc.,"E.C.O. FERTILIZERS INC
200 S. PARK ROAD, STE 460, HOLLYWOOD, FL 33021",Consignee→NotifyParty,11,436675.0
Chevron,Marathon Petroleum,Shipper→NotifyParty,7,434981.4
Sesco Cement Corp.,"INTEGRITY CUSTOMS BROKERAGE
2900 NORTH LOOP WEST FWY SUITE 800, HOUSTON, TX 77092",Consignee→NotifyParty,20,434428.0
Glencore Energy Uk Ltd.,Valero,Shipper→Consignee,8,433580.45999999996
Repsol Trading Sa,Valero,Consignee→NotifyParty,5,431200.17
Heritage Petroleum,PBF Energy,Shipper→Consignee,11,430931.39
ArcelorMittal,"AM CALVERT LLC
1 AM/NS WAY, P.O. BOX 456, CALVERT, AL 36513, USA",Shipper→NotifyParty,13,429992.36
Vergo Enerji,Wind Turbine And Energy Cables Corp.,Shipper→Consignee,2,428000.02
Vergo Enerji,"WIND TURBINE AND ENGERY CABLES, COR
777 TERRACE AVENUE, SUITE 101, HASBROUCK HEIGHTS, NJ 07604",Shipper→NotifyParty,2,428000.02
Wind Turbine And Energy Cables Corp.,"WIND TURBINE AND ENGERY CABLES, COR
777 TERRACE AVENUE, SUITE 101, HASBROUCK HEIGHTS, NJ 07604",Consignee→NotifyParty,2,428000.02
Posco,Posco Mexico S.A. De C.V.,Shipper→Consignee,31,427875.64999999997
Oyak Cimento Fabrikalari Anonim Sir,Lehigh White Cement Co. Llc,Shipper→Consignee,13,426944.0
Oyak Cimento Fabrikalari Anonim Sir,"LEHIGH WHITE CEMENT COMPANY, LLC
1601 FORUM PLACE SUITE 1110, WEST PALM BEACH, FL 33401, USA",Shipper→NotifyParty,13,426944.0
Lehigh White Cement Co. Llc,"LEHIGH WHITE CEMENT COMPANY, LLC
1601 FORUM PLACE SUITE 1110, WEST PALM BEACH, FL 33401, USA",Consignee→NotifyParty,13,426944.0
Abu Dhabi National Oil Company,Adnoc Trading Ltd.,Shipper→Consignee,14,426136.0
Adnoc Trading Ltd.,Chevron,Consignee→NotifyParty,14,426136.0
Vitol,Monroe Energy,Consignee→NotifyParty,12,425794.56
Samarco Mineracao S A,ArcelorMittal,Shipper→Consignee,4,423739.0
Volvo Car Usa Llc,"VOLVO CAR USA LLC
ONE VOLVO DRIVE, PHONE  +1 843 934 2070, ROCKLEIGH NJ US",Consignee→NotifyParty,638,422534.48
Metsae Board Americas Corp.,"METSA BOARD AMERICAS CORP
301 MERRITT 7, 2ND FL, NORWALK CT 06851",Consignee→NotifyParty,84,420511.59
Volvo Car Corp.,"VOLVO CAR USA LLC
ONE VOLVO DRIVE, PHONE  +1 843 934 2070, ROCKLEIGH NJ US",Shipper→NotifyParty,636,420234.8
Zona Franca Argos S.A.S.,Argos Puerto Rico,Shipper→Consignee,55,419198.79
Aramco Americas,Motiva Enterprises,Consignee→NotifyParty,8,417926.06
Suncor Energy,Valero,Shipper→Consignee,9,417626.3
Cimsa Cimento Sanayi Ve Ticaret A.S,Cimsa Americas Cement,Shipper→Consignee,39,416203.58
"Five Steel (Tianjin) Tech Co., Ltd.","1) J.B. ELLIS & CO.
1230-1188 WEST GEORGIA STREET, VANCOUVER,BC V6E 4A2 EMAIL:OCEAN@, JBELLIS.COM TEL:604-408-7150",Shipper→NotifyParty,1,414857.98
Cascadia Metals,"1) J.B. ELLIS & CO.
1230-1188 WEST GEORGIA STREET, VANCOUVER,BC V6E 4A2 EMAIL:OCEAN@, JBELLIS.COM TEL:604-408-7150",Consignee→NotifyParty,1,414857.98
"Five Steel (Tianjin) Tech Co., Ltd.",Cascadia Metals,Shipper→Consignee,1,414857.98
Heidelberg Materials,Heidelberg Materials,Shipper→Consignee,91,411200.0
Carver Sand & Gravel Se Llc,"CARVER SAND & GRAVEL SE LLC
1400 PIERSIDE STREET BLDG 190 STE D, CHARLESTON SC",Consignee→NotifyParty,13,410482.0
Carver Materials Canada Ltd.,"CARVER SAND & GRAVEL SE LLC
1400 PIERSIDE STREET BLDG 190 STE D, CHARLESTON SC",Shipper→NotifyParty,13,410482.0
Shell,Marathon Petroleum,Shipper→NotifyParty,7,409393.27
Hyundai Mobis,"HYUNDAI MOTOR AMERICA
10550 TALBERT AVENUE, 20850 FOUNTAIN VALLEY, CA, 92728-0850 U.S.A",Shipper→NotifyParty,753,409237.97
Hyundai Motor America,"HYUNDAI MOTOR AMERICA
10550 TALBERT AVENUE, 20850 FOUNTAIN VALLEY, CA, 92728-0850 U.S.A",Consignee→NotifyParty,753,409237.97
Heritage Petroleum,Delaware City Refining,Shipper→NotifyParty,10,408921.49
Trafigura,Monroe Energy,Consignee→NotifyParty,4,407616.0
Equinor Canada Ltd.,Houston Refining,Shipper→NotifyParty,6,407445.62
Houston Cement Co.,"HOUSTON CEMENT CO. LP
363 NORTH SAM HOUSTON PKWY EAST, SUITE 750, HOUSTON, TX 77060",Consignee→NotifyParty,8,406622.0
Gs Caltex Corporation,"BAERE LOGISTICS LLC
350 5TH AVENUE, SUITE 6430, NEW YORK, NEW YORK 10118",Shipper→NotifyParty,12,405598.0
Citgo,Citgo,Shipper→Consignee,10,405051.54
Al Ezz Dekheila Steel Co.,"FOUR BELLS RESOURCES, INC
7TH FL CAPITAL PLAZA BLDG, SN,, ROBERTO MOTTA A CUIDAD, PANAMA",Shipper→NotifyParty,1,404540.0
Puerto Rico Steel Products Corp.,"FOUR BELLS RESOURCES, INC
7TH FL CAPITAL PLAZA BLDG, SN,, ROBERTO MOTTA A CUIDAD, PANAMA",Consignee→NotifyParty,1,404540.0
Lafrage Emirates Cement Llc,"TERMINAL SHIPPING COMPANY, INC.
300 BULL STREET - SUITE 201, SAVANNAH GA31401 US",Shipper→NotifyParty,9,404001.0
Hollingshead Cement Llc,"TERMINAL SHIPPING COMPANY, INC.
300 BULL STREET - SUITE 201, SAVANNAH GA31401 US",Consignee→NotifyParty,9,404001.0
Seah Steel Corporation,Pusan Pipe America Inc.,Shipper→Consignee,2540,401490.08
Zona Franca Argos S.A.S.,"MADURO CUSTOMS BROKERS AND FREIGHT
FORWARDERS. ATTN: JAIME MADURO, FTZ 61 RD, #165 KM2.4 GUAYNABO, PR, 787-707-1863 MOB 787-504-0991",Shipper→NotifyParty,51,401450.64999999997
Argos Puerto Rico,"MADURO CUSTOMS BROKERS AND FREIGHT
FORWARDERS. ATTN: JAIME MADURO, FTZ 61 RD, #165 KM2.4 GUAYNABO, PR, 787-707-1863 MOB 787-504-0991",Consignee→NotifyParty,51,401450.64999999997
Emprade Mines & Min,"EMPRADA MINES AND MINERALS LLC
128 SHADY SPRING TRAIL, GEORGETOWN, TX 78628",Consignee→NotifyParty,32,400185.0
"Emprada Mines And Minerals Pvt., Ltd.",Emprade Mines & Min,Shipper→Consignee,32,400185.0
Shell International Eastern Trading,Chevron,Consignee→NotifyParty,12,399164.0
Abu Dhabi National Oil Company,Shell International Eastern Trading,Shipper→Consignee,12,399164.0
Nuh Cimento Sanayi A.S.,Hollingshead Cement Llc,Shipper→Consignee,9,398346.0
Equinor Asa,Equinor Marketing And Trading Us,Shipper→Consignee,6,398315.0
Equinor Marketing And Trading Us,Chevron,Consignee→NotifyParty,6,398315.0
Sonatrach,Chevron,Shipper→NotifyParty,5,398198.9
Sonatrach,Chevron,Shipper→Consignee,5,398198.9
Aramco Americas,Valero,Shipper→Consignee,6,397866.82
Aramco Americas,Valero,Shipper→NotifyParty,6,397866.82
Vissai Ninh Binh Jsc,Nevada Cement Co.,Shipper→Consignee,12,397345.0
Lafarge Na Meldrum Bay,Verplank's Trucking,Shipper→Consignee,17,396400.0
Aramco Trading Fujairah,ExxonMobil,Shipper→NotifyParty,6,395783.47
"Brb Singapore Pte., Ltd.",Chevron,Consignee→NotifyParty,14,395626.0
Ampol Us Trading Llc,Ampol Us Trading Llc,Shipper→Consignee,25,395612.7
Mosaic Global Sales Llc,Mosaic,Shipper→Consignee,7,395145.45
Metsa Board,"METSA BOARD AMERICAS CORP
301 MERRITT 7, 2ND FL, NORWALK CT 06851",Shipper→NotifyParty,33,394891.52
Grupo Minero Del Mar De Cortes,United States Gypsum Co.,Shipper→Consignee,7,394000.0
Jodco Onshore Ltd.,Chevron,Shipper→NotifyParty,16,393762.0
Jodco Onshore Ltd.,Inpex Energy Trading Ltd.,Shipper→Consignee,16,393762.0
Gs Caltex Corporation,Chevron,Shipper→Consignee,20,392740.02
Hartree Partners (Uk) Ltd.,Hartree Partners Lp,Shipper→Consignee,14,392437.58
Hartree Partners (Uk) Ltd.,"HARTREE PARTNERS LP
1185 AVENUE OF THE AMERICAS, NEW YORK, NY 10036",Shipper→NotifyParty,14,392437.58
Ontario Trap Rock,Levy Docks Brennan Ave,Shipper→Consignee,24,391171.0
PMI Trading,"FREEPOINT COMMODITIES LLC
58 COMMERCE ROAD, STAMFORD, CT 06902",Shipper→NotifyParty,22,391110.9
Coastal Cement Corp.,"COASTAL CEMENT CORPORATION
36 DRYDOCK AVE. #1, BOSTON MA02210 US",Consignee→NotifyParty,13,390913.0
Medcem Global,"DIX SHIPPING CO INC
400 RL OSTOS ROAD, BROWNSVILLE TEXAS 78521",Shipper→NotifyParty,9,389382.0
Shell,Shell,Shipper→Consignee,7,387997.89
Thyssenkrupp Rasselstein Gmb H,Thyssenkrupp Stainless Usa Llc,Shipper→Consignee,1371,387991.16
"Yamada Sangyo Co., Ltd.",Scb Minerals Llc,Shipper→Consignee,12,387920.0
Vissai Ninh Binh Jsc,Glacier Northwest,Shipper→NotifyParty,15,386900.0
Vissai Ninh Binh Jsc,Glacier Northwest,Shipper→Consignee,15,386900.0
"Hd Hyundai Oilbank Co., Ltd.","ALOHA PETROLEUM LLC
1001 BISHOP ST, SUITE 1300, HONOLULU, HI 96813",Shipper→NotifyParty,104,386505.36
Biodiesel Bilbao S.L.,Green America Biofuels Llc,Shipper→Consignee,10,384979.54000000004
Sterling Oil Exploration Energy,Monroe Energy,Shipper→Consignee,21,384765.0
Ash Grove Cement Co.,"GEORGE S. BUSH &AMP; CO., INC.
5331 S MACADAM AVE, STE 370, PORTLAND, OR, US, 97239, TE503-228-6501",Consignee→NotifyParty,39,383903.0
Puerto Rico Electric Power Authorit,"NOVUM ENERGY TRADING INC
3200 KIRBY DRIVE SUITE 1000, HOUSTON, TX 77098",Consignee→NotifyParty,11,383805.0
Carib Lpg Trading Ltd.,"CELTIC INTERNATIONAL SHIPPING
AGENCY, 3888 S SHERWOOD FOREST BLVD, CELTIC CENTER, BLDG 1,, BATON ROUGE, LA 70816",Shipper→NotifyParty,14,383186.95999999996
Carib Lpg Trading Ltd.,"CELTIC INTERNATIONAL SHIPPING
AGENCY, 3888 S SHERWOOD FOREST BLVD, CELTIC CENTER, BLDG 1,, BATON ROUGE, LA 70816",Consignee→NotifyParty,10,383186.6
Qatar Chemical And Petrochemical,Chs Inc.,Shipper→Consignee,8,380844.27
Mobil Producing Nigeria Unlimited,ExxonMobil,Shipper→Consignee,10,380213.0
ExxonMobil,Monroe Energy,Consignee→NotifyParty,10,380213.0
Kuwait Petroleum Corp.,Valero,Shipper→NotifyParty,7,377775.0
Ep Petroecuador,PBF Energy,Shipper→Consignee,10,377253.57
Xin Yu (Sanya) International,Eco Fertilizers Inc.,Shipper→Consignee,20,375655.75
Chevron,"DEER PARK REFINING LP
5900 HIGHWAY 225, DEER PARK, TX 77536",Consignee→NotifyParty,7,375259.9
Trafigura,Houston Refining,Shipper→Consignee,9,372016.0
Trafigura,Houston Refining,Shipper→NotifyParty,9,372016.0
Lafarge Texada Quarrying,"GEORGE S. BUSH &AMP; CO., INC.
5331 S MACADAM AVE, STE 370, PORTLAND, OR, US, 97239, TE503-228-6501",Shipper→NotifyParty,38,371403.0
Abu Dhabi National Oil Company,"China Zhenhua Oil Co., Ltd.",Shipper→Consignee,12,370897.82
"China Zhenhua Oil Co., Ltd.",Chevron,Consignee→NotifyParty,12,370897.82
"Gs Caltex Singapore Pte., Ltd.","BAERE LOGISTICS LLC
350 5TH AVENUE, SUITE 6430, NEW YORK, NEW YORK 10118",Shipper→NotifyParty,12,369240.0
Petropiar,Delaware City Refining,Shipper→NotifyParty,8,368488.87
Vitol,Vitol,Shipper→NotifyParty,34,368225.2
Xin Yu (Sanya) International Tradin,Eco Fertilizers Inc.,Shipper→Consignee,10,366390.0
Xin Yu (Sanya) International Tradin,"E.C.O. FERTILIZERS INC
200 S. PARK ROAD, STE 460, HOLLYWOOD, FL 33021",Shipper→NotifyParty,10,366390.0
Duferco Sa,"STEEL DYNAMICS COLUMBUS LLC
1945 AIRPORT RD, PO BOX 467, COLUMBUS, MS 39703",Shipper→NotifyParty,14,365703.0
Sabic Americas,"SABIC AMERICAS, LLC
2500 CITYWEST BLVD., SUITE 100, HOUSTON, TEXAS 77042",Consignee→NotifyParty,11,364458.75
